"","pathway","pval","padj","log2err","ES","NES","size"
"1","GO_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS",1e-10,7.17132867132867e-09,NA,-0.340768784115117,-1.80956074394055,898
"2","GO_ANIMAL_ORGAN_MORPHOGENESIS",1e-10,7.17132867132867e-09,NA,-0.33785423963144,-1.78422995297775,834
"3","GO_BIOLOGICAL_ADHESION",1e-10,7.17132867132867e-09,NA,-0.327556854995441,-1.75682502974737,1190
"4","GO_CIRCULATORY_SYSTEM_DEVELOPMENT",1e-10,7.17132867132867e-09,NA,-0.35666854539709,-1.89641230570599,919
"5","GO_EMBRYO_DEVELOPMENT",1e-10,7.17132867132867e-09,NA,-0.339949258317314,-1.79994151458312,866
"6","GO_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY",1e-10,7.17132867132867e-09,NA,-0.335735026019234,-1.77966425755368,883
"7","GO_EPITHELIUM_DEVELOPMENT",1e-10,7.17132867132867e-09,NA,-0.317470907702228,-1.68881096379154,926
"8","GO_EXTRACELLULAR_STRUCTURE_ORGANIZATION",1e-10,7.17132867132867e-09,NA,-0.450223895795621,-2.2345990188569,331
"9","GO_HEART_DEVELOPMENT",1e-10,7.17132867132867e-09,NA,-0.415835505569575,-2.12298086012515,470
"10","GO_MUSCLE_ORGAN_DEVELOPMENT",1e-10,7.17132867132867e-09,NA,-0.419121505924278,-2.07137635214557,307
"11","GO_MUSCLE_STRUCTURE_DEVELOPMENT",1e-10,7.17132867132867e-09,NA,-0.434593314298316,-2.23691905140753,516
"12","GO_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION",1e-10,7.17132867132867e-09,NA,-0.378721652598572,-1.95743490644161,558
"13","GO_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS",1e-10,7.17132867132867e-09,NA,-0.359926968978558,-1.89381527613299,772
"14","GO_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS",1e-10,7.17132867132867e-09,NA,-0.313776226028998,-1.68220034009405,1135
"15","GO_REGULATION_OF_CELL_DIFFERENTIATION",1e-10,7.17132867132867e-09,NA,-0.329734586504274,-1.77873603112963,1523
"16","GO_RESPONSE_TO_GROWTH_FACTOR",1e-10,7.17132867132867e-09,NA,-0.39742775818888,-2.05906975490239,588
"17","GO_TISSUE_MORPHOGENESIS",1e-10,7.17132867132867e-09,NA,-0.358150720664442,-1.84871313710313,548
"18","GO_TUBE_DEVELOPMENT",1e-10,7.17132867132867e-09,NA,-0.329172561229299,-1.74467378653135,882
"19","GO_TUBE_MORPHOGENESIS",1e-10,7.17132867132867e-09,NA,-0.340459418955509,-1.7856541649771,729
"20","GO_VASCULATURE_DEVELOPMENT",1e-10,7.17132867132867e-09,NA,-0.340846906235576,-1.77156621716784,627
"21","GO_REGULATION_OF_CELL_POPULATION_PROLIFERATION",1.11085465916693e-10,7.85642381362542e-09,0.839088935621274,-0.295005944224382,-1.58699161777409,1333
"22","GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II",5.02688544521434e-10,3.18214260744895e-08,0.801215574617779,-0.307335266145919,-1.63872969724479,958
"23","GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY",5.00918164041701e-10,3.18214260744895e-08,0.801215574617779,-0.418700625624495,-2.05537950009766,281
"24","GO_CELL_SUBSTRATE_JUNCTION",5.07730183103673e-10,3.19433928081483e-08,0.801215574617779,-0.376210173416335,-1.90841171358197,410
"25","GO_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION",5.69158332156675e-10,3.55897481479677e-08,0.801215574617779,-0.319560627206923,-1.68727397018202,828
"26","GO_UROGENITAL_SYSTEM_DEVELOPMENT",1.7046803498235e-09,9.55273059422949e-08,0.788186810800237,-0.406044114889732,-1.99060577867545,277
"27","GO_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT",1.75082405205283e-09,9.75798948576183e-08,0.788186810800237,-0.49948279852104,-2.23954650829212,133
"28","GO_SENSORY_ORGAN_DEVELOPMENT",2.43438768091787e-09,0.000000131392871935856,0.774939030136436,-0.360518462098672,-1.82734476180764,420
"29","GO_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA",4.33242815794324e-09,0.00000022438914525105,0.761460801445585,-0.434769857851165,-2.07098029919726,215
"30","GO_REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS",5.58499140564356e-09,0.00000028213835894027,0.761460801445585,-0.303994935508239,-1.61942321950669,938
"31","GO_SENSORY_SYSTEM_DEVELOPMENT",7.88661674725787e-09,0.000000392608032733638,0.747739663149885,-0.392191889256034,-1.93023379120423,289
"32","GO_CELL_SUBSTRATE_ADHESION",1.39330040120552e-08,0.000000655426404328559,0.747739663149885,-0.378828620669044,-1.878742536888,318
"33","GO_NEURAL_TUBE_DEVELOPMENT",1.69422411419323e-08,0.000000775636977279087,0.73376198835648,-0.473154283167011,-2.12698967136748,143
"34","GO_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS",1.81726438402567e-08,0.000000824603816733774,0.73376198835648,-0.409841433191605,-1.96547443906268,231
"35","GO_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT",1.90211018018762e-08,0.000000854228917911909,0.73376198835648,-0.304158023117039,-1.61228779331523,875
"36","GO_CELL_MOTILITY",2.62975054586441e-08,0.00000115248255759998,0.73376198835648,-0.280352394226248,-1.50751069959675,1327
"37","GO_OSSIFICATION",2.95082329709027e-08,0.0000012822327504941,0.73376198835648,-0.369380024263346,-1.8429303855945,341
"38","GO_EMBRYONIC_MORPHOGENESIS",3.01501131645886e-08,0.00000130459666878842,0.719512826338911,-0.346455547707252,-1.77317578773579,474
"39","GO_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY",3.08088111099341e-08,0.00000132194292021914,0.719512826338911,-0.427802937535092,-2.00357811836248,194
"40","GO_MESENCHYME_DEVELOPMENT",3.13163671746706e-08,0.00000133256989782675,0.719512826338911,-0.41114962233321,-1.9646913102806,225
"41","GO_EXTRACELLULAR_MATRIX",3.59717981789668e-08,0.00000150567669520533,0.719512826338911,-0.352713672823384,-1.78874483580984,412
"42","GO_MORPHOGENESIS_OF_AN_EPITHELIUM",3.91853329049483e-08,0.00000162690521838156,0.719512826338911,-0.343873430718413,-1.75510534680924,469
"43","GO_BLOOD_VESSEL_MORPHOGENESIS",4.80836899124809e-08,0.00000195673904782735,0.719512826338911,-0.33557728471462,-1.7288810585659,523
"44","GO_BASEMENT_MEMBRANE",5.67226306320678e-08,0.00000225461464004595,0.719512826338911,-0.520363020024506,-2.18451445608542,88
"45","GO_CAMERA_TYPE_EYE_DEVELOPMENT",7.31337785193274e-08,0.00000286254541494543,0.704975715167238,-0.396506683201885,-1.90904139974561,242
"46","GO_POSITIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION",0.000000114912940222779,0.00000430084745249853,0.704975715167238,-0.306022860875973,-1.60323947588564,733
"47","GO_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX",0.000000139691445373842,0.00000507991408620125,0.690132458796796,-0.364563179419827,-1.81285950003625,322
"48","GO_STRUCTURAL_MOLECULE_ACTIVITY",0.000000139250770849005,0.00000507991408620125,0.690132458796796,-0.329537672491669,-1.69451786124265,513
"49","GO_SKELETAL_SYSTEM_DEVELOPMENT",0.000000760546313014206,0.0000242217467079524,0.659444398037935,-0.334079821506778,-1.69284782182761,414
"50","GO_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS",0.000000776726920709776,0.0000246604785507082,0.659444398037935,-0.280118901904564,-1.49549709456758,975
"51","GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS",0.00000106622662177657,0.0000328352973162724,0.643551836150722,-0.26257212252327,-1.41476772163461,1430
"52","GO_HEART_MORPHOGENESIS",0.00000107332637314958,0.0000329549759181107,0.643551836150722,-0.401321548648875,-1.89128166381749,204
"53","GO_CELL_MATRIX_ADHESION",0.00000111593967487755,0.0000341610787040874,0.643551836150722,-0.400343525592698,-1.88838221203435,203
"54","GO_NEPHRON_DEVELOPMENT",0.00000121417079628397,0.0000367295619937821,0.643551836150722,-0.462979433926499,-2.02705061564493,115
"55","GO_MESENCHYMAL_CELL_DIFFERENTIATION",0.00000149523362576336,0.0000443168232144604,0.643551836150722,-0.402438709329383,-1.87179442360079,187
"56","GO_CONNECTIVE_TISSUE_DEVELOPMENT",0.00000185127303147932,0.0000539341049369898,0.643551836150722,-0.382391086922694,-1.81402910238356,213
"57","GO_KIDNEY_EPITHELIUM_DEVELOPMENT",0.00000301310969164389,0.0000835119996967787,0.627256739718528,-0.451676704952665,-1.97221511944039,113
"58","GO_RESPONSE_TO_BMP",0.00000404475133542508,0.00010944307373294,0.610526878385931,-0.439559306413001,-1.95242874413636,125
"59","GO_AMEBOIDAL_TYPE_CELL_MIGRATION",0.00000694911282590492,0.000178405001874339,0.610526878385931,-0.33396348051931,-1.67663657728224,357
"60","GO_EPITHELIAL_TUBE_MORPHOGENESIS",0.0000090212193560457,0.000225640498771338,0.593325476396405,-0.35697020239338,-1.74903908398967,275
"61","GO_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS",0.00000901881705973266,0.000225640498771338,0.593325476396405,-0.446850267165424,-1.94796472469394,108
"62","GO_GLOMERULUS_DEVELOPMENT",0.0000103215807302812,0.000253831679590008,0.593325476396405,-0.54224681470816,-2.08366486664523,53
"63","GO_EPITHELIAL_CELL_PROLIFERATION",0.0000117701225921764,0.000285348953150753,0.593325476396405,-0.335943648000468,-1.66739116520335,331
"64","GO_CELL_CELL_ADHESION",0.0000134878236907347,0.000323172037262814,0.593325476396405,-0.286467431374558,-1.50105373414636,701
"65","GO_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION",0.00001373878839205,0.000327654127815053,0.593325476396405,-0.416177937723681,-1.84705683738452,128
"66","GO_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES",0.0000191324451716657,0.00043322252544819,0.575610261071129,-0.378514698184655,-1.7628797122724,189
"67","GO_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY",0.0000198112405700638,0.000445535684311412,0.575610261071129,-0.442211669930937,-1.9088481093768,103
"68","GO_TISSUE_MIGRATION",0.0000286065382250776,0.000611166769787856,0.575610261071129,-0.340778121665835,-1.66649591227064,268
"69","GO_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION",0.0000292914818423923,0.000619348755244809,0.575610261071129,-0.411284486197119,-1.82375010732557,127
"70","GO_EXTRACELLULAR_MATRIX_ASSEMBLY",0.0000335413706716059,0.000693481363381691,0.557332238758646,-0.587172487259994,-2.09057209249336,37
"71","GO_OSTEOBLAST_DIFFERENTIATION",0.000034402676092849,0.000705598886664333,0.557332238758646,-0.371959171880876,-1.73692832305496,191
"72","GO_REGULATION_OF_OSSIFICATION",0.0000355793968851378,0.000725381143254649,0.557332238758646,-0.380358238923472,-1.75396048478778,174
"73","GO_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE",0.0000410351583039983,0.0008187072926216,0.557332238758646,-0.382980165254934,-1.75747798945477,162
"74","GO_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_TENSILE_STRENGTH",0.0000467650129355672,0.000916969804310213,0.557332238758646,-0.589676123294903,-2.07574205915125,35
"75","GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS",0.0000493813534162715,0.000962748629817233,0.557332238758646,-0.405065831392889,-1.81304109401354,132
"76","GO_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES",0.0000499732436951162,0.000971687782228521,0.557332238758646,-0.423187251654325,-1.8528295559996,115
"77","GO_INTEGRIN_BINDING",0.0000564736932696294,0.00107446702129879,0.557332238758646,-0.409493574996932,-1.83431043313612,131
"78","GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",0.000057487179249975,0.00108769561477582,0.557332238758646,-0.288831144668029,-1.49235392355218,552
"79","GO_CHONDROCYTE_DIFFERENTIATION",0.0000588611240994202,0.00110756115163221,0.557332238758646,-0.44047878948409,-1.88109784074005,93
"80","GO_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT",0.0000630411158820216,0.00117329699341222,0.538434096309916,-0.342204589507472,-1.67669233385937,275
"81","GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS",0.0000694579092341541,0.00127633248284392,0.538434096309916,-0.46929237483944,-1.90823304648757,72
"82","GO_CARTILAGE_DEVELOPMENT",0.0000736128097728987,0.00134085144621861,0.538434096309916,-0.379059079808034,-1.73131629946873,158
"83","GO_REGULATION_OF_CELL_SUBSTRATE_ADHESION",0.0000754377528021429,0.00137165630316662,0.538434096309916,-0.365741131794588,-1.70595963935096,190
"84","GO_APPENDAGE_DEVELOPMENT",0.0000829525896229235,0.00148720071080958,0.538434096309916,-0.390192406707871,-1.75168123103864,142
"85","GO_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION",0.0000846703690592716,0.00150745596302575,0.538434096309916,-0.545601766561508,-2.00495572318576,43
"86","GO_SMAD_PROTEIN_SIGNAL_TRANSDUCTION",0.0000858766336374277,0.00152364165735609,0.538434096309916,-0.496757213142458,-1.94636844904405,60
"87","GO_CELL_FATE_COMMITMENT",0.0000913258616556413,0.00160367587547706,0.538434096309916,-0.369412664138319,-1.70037006772783,171
"88","GO_MESENCHYME_MORPHOGENESIS",0.0000933577527415615,0.00163376067297733,0.538434096309916,-0.551009489646715,-2.0289783276168,44
"89","GO_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION",0.000113521913764014,0.0019467679358695,0.538434096309916,-0.372211367342954,-1.70817905912234,161
"90","GO_SIGNALING_RECEPTOR_BINDING",0.000114161502533719,0.00195446779379513,0.538434096309916,-0.252342297962953,-1.35274352907643,1134
"91","GO_EPITHELIAL_TO_MESENCHYMAL_TRANSITION",0.000116737704585165,0.00199524193420145,0.538434096309916,-0.392898004751388,-1.74221932112927,127
"92","GO_ARTERY_DEVELOPMENT",0.000129230475782189,0.00217612237955066,0.518848077743792,-0.452894690156265,-1.86782687030369,80
"93","GO_PATTERN_SPECIFICATION_PROCESS",0.000139562329717023,0.00232339560267544,0.518848077743792,-0.316359674364754,-1.56897686239472,316
"94","GO_EPITHELIAL_CELL_DIFFERENTIATION",0.000164027823579954,0.00267000846160703,0.518848077743792,-0.292079917590521,-1.49268422609864,481
"95","GO_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION",0.000165799439376648,0.00269030577659419,0.518848077743792,-0.446104631209913,-1.83388188405051,81
"96","GO_POSITIVE_REGULATION_OF_OSSIFICATION",0.000201714399640083,0.00313421389137735,0.518848077743792,-0.44956863326807,-1.8520909432876,82
"97","GO_EMBRYONIC_ORGAN_DEVELOPMENT",0.000212609972838255,0.0032786695811373,0.518848077743792,-0.306256862117134,-1.53674027975599,355
"98","GO_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION",0.000248029084213808,0.00374600627188896,0.49849310876659,-0.412052930841554,-1.78825605979142,106
"99","GO_APPENDAGE_MORPHOGENESIS",0.000288365323919778,0.0042795751039035,0.49849310876659,-0.393039861696444,-1.73275309541207,119
"100","GO_COLLAGEN_FIBRIL_ORGANIZATION",0.000308465974260497,0.00452549151078884,0.49849310876659,-0.50776140510328,-1.92627083225425,51
"101","GO_MESONEPHROS_DEVELOPMENT",0.000326400803817966,0.00471933597474409,0.49849310876659,-0.435165392017416,-1.78891200215082,81
"102","GO_MUSCLE_CELL_PROLIFERATION",0.000335956390590767,0.00481850739231933,0.49849310876659,-0.361906380616155,-1.66939608291887,168
"103","GO_EMBRYONIC_APPENDAGE_MORPHOGENESIS",0.000339835077025916,0.00486733060740331,0.49849310876659,-0.410064385290885,-1.7701786576583,102
"104","GO_HEART_VALVE_DEVELOPMENT",0.000360645948492454,0.00509424821183211,0.49849310876659,-0.485436398930432,-1.88523084401822,57
"105","GO_COLLAGEN_BINDING",0.00039639740260706,0.00548070823822804,0.49849310876659,-0.461861199135177,-1.84330978402432,64
"106","GO_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE",0.000444754506498998,0.00607317904680056,0.49849310876659,-0.383019311279087,-1.695522572222,124
"107","GO_CYCLIC_NUCLEOTIDE_MEDIATED_SIGNALING",0.000464818249672337,0.00626374658395508,0.49849310876659,-0.371714365824226,-1.67213089909066,138
"108","GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT",0.000475041870680369,0.00637638008354344,0.49849310876659,-0.280871898752745,-1.43897729869477,495
"109","GO_PEPTIDYL_TYROSINE_MODIFICATION",0.000549969669775644,0.00718463562235571,0.477270815362862,-0.301777939570989,-1.49144264560716,307
"110","GO_TAXIS",0.000553386376882245,0.0072108987229065,0.477270815362862,-0.279806429664669,-1.43879450617077,513
"111","GO_REGIONALIZATION",0.000638732835928398,0.00812331046406997,0.477270815362862,-0.324645359722836,-1.56773690689264,246
"112","GO_POSITIVE_REGULATION_OF_SIGNALING",0.000664975875998187,0.00835282027410324,0.477270815362862,-0.237450223336489,-1.28062338198869,1533
"113","GO_ARTERY_MORPHOGENESIS",0.000734422730153774,0.00900897738962554,0.477270815362862,-0.475413464224036,-1.83192040859411,55
"114","GO_ENDOTHELIAL_CELL_MIGRATION",0.000743716444718427,0.00909008442238617,0.477270815362862,-0.336402854910388,-1.57551372353032,194
"115","GO_ROOF_OF_MOUTH_DEVELOPMENT",0.000758162568829,0.00922296221036939,0.477270815362862,-0.420944597435796,-1.73520016752204,77
"116","GO_ESTABLISHMENT_OF_PLANAR_POLARITY_INVOLVED_IN_NEURAL_TUBE_CLOSURE",0.000772698701336451,0.00933336299435253,0.477270815362862,-0.690996408158142,-1.96330704527378,15
"117","GO_BONE_DEVELOPMENT",0.000796709738125853,0.00953355701806373,0.477270815362862,-0.34244419944137,-1.57557472473887,172
"118","GO_REGULATION_OF_CELL_ADHESION",0.000840860447163145,0.0099480388385912,0.477270815362862,-0.2680983329828,-1.39350534475921,623
"119","GO_MUSCLE_CELL_MIGRATION",0.00095655507366806,0.0111344747791895,0.477270815362862,-0.419548324303121,-1.7294445089663,77
"120","GO_ENDOTHELIUM_DEVELOPMENT",0.0010143771760219,0.0117060158328645,0.45505986738723,-0.382180905299056,-1.67329255384846,115
"121","GO_SEMI_LUNAR_VALVE_DEVELOPMENT",0.00107188266145856,0.0121999519348031,0.45505986738723,-0.534325699677956,-1.86282177619001,34
"122","GO_RESPIRATORY_SYSTEM_DEVELOPMENT",0.00111143274432003,0.012538770949397,0.45505986738723,-0.335320206120351,-1.55140984038956,177
"123","GO_CARDIAC_CHAMBER_MORPHOGENESIS",0.00113385146620642,0.0127356481773787,0.45505986738723,-0.394231357765784,-1.71251721894881,107
"124","GO_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS",0.00126831617071975,0.0139107832414236,0.45505986738723,-0.45619965623946,-1.75301573028768,53
"125","GO_SPROUTING_ANGIOGENESIS",0.00133233602625668,0.0144277781935188,0.45505986738723,-0.373988287841293,-1.62881320328309,111
"126","GO_REGULATION_OF_CARTILAGE_DEVELOPMENT",0.00139211845586298,0.0149332372017519,0.45505986738723,-0.433657746565668,-1.7022837104808,61
"127","GO_REGULATION_OF_BIOMINERALIZATION",0.00144725009303704,0.0153803790964315,0.45505986738723,-0.419741271086861,-1.72808463226745,78
"128","GO_GROWTH_FACTOR_BINDING",0.00152646688498104,0.0161147494424131,0.45505986738723,-0.363743050848279,-1.61019179722969,124
"129","GO_DIGESTIVE_SYSTEM_DEVELOPMENT",0.00153241919983049,0.0161344547169011,0.45505986738723,-0.382802059781512,-1.65571642020842,104
"130","GO_SENSORY_ORGAN_MORPHOGENESIS",0.00166292034965237,0.0172068379036392,0.45505986738723,-0.327722460993855,-1.53948003722982,198
"131","GO_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION",0.00169002547003018,0.0174282417480401,0.45505986738723,-0.267039585767539,-1.3809792709146,577
"132","GO_REGULATION_OF_BMP_SIGNALING_PATHWAY",0.001762931345124,0.0180247865844931,0.45505986738723,-0.425443573385586,-1.71355698895702,68
"133","GO_REGULATION_OF_VASCULATURE_DEVELOPMENT",0.00177254227751469,0.0181050010517064,0.45505986738723,-0.30303712945937,-1.49057556532434,287
"134","GO_NEGATIVE_REGULATION_OF_SIGNALING",0.00188536943464535,0.0191052011386245,0.45505986738723,-0.241242869865039,-1.29397136543058,1193
"135","GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS",0.00190341111039536,0.0192499812003002,0.45505986738723,-0.23779461841123,-1.27962328574327,1398
"136","GO_COMPLEX_OF_COLLAGEN_TRIMERS",0.00196715860328283,0.0197582874404166,0.431707695803346,-0.615055057379657,-1.8830791788828,19
"137","GO_PULMONARY_VALVE_DEVELOPMENT",0.00200251056251704,0.0199450393564692,0.431707695803346,-0.587994934241847,-1.82185037738062,20
"138","GO_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT",0.00203959777200041,0.0202283125259808,0.431707695803346,-0.362266704054499,-1.57776275315931,111
"139","GO_AORTA_MORPHOGENESIS",0.00206158150167429,0.0203871921886884,0.431707695803346,-0.56215638007436,-1.84215171084978,26
"140","GO_ODONTOGENESIS",0.00207824597890021,0.0204704926762867,0.431707695803346,-0.392022827335092,-1.68211220706837,96
"141","GO_GLYCOSAMINOGLYCAN_BINDING",0.0023379693419348,0.0225125592502736,0.431707695803346,-0.33259211113552,-1.53167738490875,166
"142","GO_REGULATION_OF_EPITHELIAL_CELL_MIGRATION",0.00245766687280025,0.0233580850607661,0.431707695803346,-0.314224565127172,-1.48005141919685,205
"143","GO_ENDOCARDIAL_CUSHION_MORPHOGENESIS",0.00275998103709198,0.0255985985893684,0.431707695803346,-0.545210888337293,-1.81342329199914,29
"144","GO_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",0.00287915548155146,0.0264094270691505,0.431707695803346,-0.336483058297407,-1.52722497403558,150
"145","GO_PROTEIN_COMPLEX_INVOLVED_IN_CELL_ADHESION",0.00296530668328866,0.0270064121111236,0.431707695803346,-0.499428448407407,-1.75805767766766,35
"146","GO_CARDIAC_SEPTUM_MORPHOGENESIS",0.00303414181827309,0.0275111621099828,0.431707695803346,-0.419948613836686,-1.68254917899254,66
"147","GO_POSITIVE_REGULATION_OF_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION",0.0030580800317745,0.0275818915794613,0.431707695803346,-0.51019909084219,-1.77108429939751,33
"148","GO_METANEPHROS_DEVELOPMENT",0.00308880957445107,0.0278101336136925,0.431707695803346,-0.423863051230034,-1.70519009356464,67
"149","GO_KIDNEY_MORPHOGENESIS",0.00324931795085925,0.0290765755550276,0.431707695803346,-0.419663928684268,-1.71360482556111,73
"150","GO_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION",0.00359702356629918,0.0313532204499939,0.431707695803346,-0.484998591105887,-1.74177329742892,38
"151","GO_CALCIUM_ION_BINDING",0.00372051878483263,0.0321702530678403,0.431707695803346,-0.261973558451241,-1.34573386956708,505
"152","GO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY",0.00384606536407074,0.0330329985833714,0.431707695803346,-0.492580955168545,-1.73395354803758,35
"153","GO_RENAL_SYSTEM_VASCULATURE_DEVELOPMENT",0.00422303994238331,0.0354686933735797,0.407017918923954,-0.563538208538567,-1.81081162234645,24
"154","GO_ENDOCARDIAL_CUSHION_DEVELOPMENT",0.00426003518228557,0.0357058047364968,0.407017918923954,-0.49111184309366,-1.74855725658339,37
"155","GO_MYOBLAST_DIFFERENTIATION",0.00446508304247948,0.0368674932372199,0.407017918923954,-0.405503417914261,-1.63324412279507,68
"156","GO_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION",0.00449195782788107,0.0370000221083698,0.407017918923954,-0.469982071286322,-1.73688565518094,46
"157","GO_RESPONSE_TO_FIBROBLAST_GROWTH_FACTOR",0.00496850638106344,0.0397752013566007,0.407017918923954,-0.355698218324118,-1.55536948176559,114
"158","GO_SMOOTH_MUSCLE_CELL_MIGRATION",0.00505685925486994,0.0400758049912606,0.407017918923954,-0.414715850984932,-1.65814047272323,65
"159","GO_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",0.0050662482558365,0.0401192091610837,0.407017918923954,-0.428764787569834,-1.63871130862111,52
"160","GO_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",0.00511539233290115,0.0404771206588745,0.407017918923954,-0.384616236153677,-1.59640475902021,84
"161","GO_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION",0.00523835396750294,0.0411399938189641,0.407017918923954,-0.451307769783701,-1.70799857568738,48
"162","GO_POSITIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION",0.00554942612310675,0.0429180730712366,0.407017918923954,-0.426532527045847,-1.65647297511183,57
"163","GO_AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT",0.00630654908111078,0.0471382367542209,0.407017918923954,-0.515050683620083,-1.7306223456221,30
"164","GO_EXTRACELLULAR_MATRIX_BINDING",0.00650076291921167,0.0483082056061708,0.407017918923954,-0.419154376949323,-1.61066367797833,53
"165","GO_AORTIC_VALVE_DEVELOPMENT",0.00733020359682478,0.0525672992205861,0.407017918923954,-0.518281336078658,-1.72385303881171,29
"166","GO_REGULATION_OF_DEVELOPMENT_HETEROCHRONIC",0.00734317052346183,0.0526234896702313,0.407017918923954,-0.738386663151479,-1.76942567010936,8
"167","GO_PLATELET_DERIVED_GROWTH_FACTOR_BINDING",0.00760139897424627,0.0539462605404121,0.407017918923954,-0.705493865992631,-1.79374600935195,10
"168","GO_POSITIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS",0.0080893470206435,0.0566254291445045,0.380730400722792,-0.547052440619504,-1.69499367656066,20
"169","GO_SKELETAL_SYSTEM_MORPHOGENESIS",0.00938934129701704,0.0629742936565793,0.380730400722792,-0.303523271144304,-1.40767242959306,182
"170","GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",0.00943744608569999,0.0631317740436095,0.380730400722792,-0.361777277330105,-1.55233300717143,96
"171","GO_MESODERM_DEVELOPMENT",0.00955324152628524,0.0637400727729702,0.380730400722792,-0.361481682338454,-1.55106465260345,96
"172","GO_OUTFLOW_TRACT_MORPHOGENESIS",0.00961427987882862,0.0640639637150016,0.380730400722792,-0.398654177730678,-1.60377544740408,67
"173","GO_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION",0.00985512074873179,0.0648679481888604,0.380730400722792,-0.373410497462926,-1.54001841040368,80
"174","GO_INTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE",0.0109041302754166,0.0701077466924122,0.380730400722792,-0.228042685184504,-1.22155490571569,1139
"175","GO_GLAND_MORPHOGENESIS",0.0111436200161976,0.0713394849972679,0.380730400722792,-0.344116626390203,-1.48839206640157,104
