"","pathway","pval","padj","log2err","ES","NES","size"
"496","GO_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT",0.662337662337662,0.846887079800566,0.0495901956956338,-0.210622064458728,-0.906291490502844,99
"497","GO_SULFUR_COMPOUND_BINDING",0.664,0.847985056039851,0.0458620343117985,-0.194899246312739,-0.917167546505899,202
"498","GO_RESPONSE_TO_PAIN",0.664406779661017,0.848187666553433,0.0568864160475701,-0.28982357603827,-0.858385124757027,17
"499","GO_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION",0.664941785252264,0.848267763126117,0.0444181153081573,-0.191122782891758,-0.923620498386556,248
"500","GO_POSITIVE_REGULATION_OF_B_CELL_ACTIVATION",0.665171898355755,0.848319589309572,0.051011413203915,-0.219377272310219,-0.887426272697687,69
"501","GO_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE",0.666666666666667,0.8491698753778,0.0949751525905595,0.184051500298209,0.92365264601101,148
"502","GO_NEGATIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION",0.676549865229111,0.856862895878045,0.0789209638180035,0.247322175947043,0.876214293621434,27
"503","GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION",0.685185185185185,0.861522078724139,0.129442887745046,0.165209110720545,0.944515093108182,381
"504","GO_REGULATION_OF_LEUKOCYTE_PROLIFERATION",0.69047619047619,0.864191179748885,0.0995791200495904,0.175573797507842,0.924344159178102,194
"505","GO_CHEMOKINE_BINDING",0.690966719492868,0.864340535301216,0.0519512476197082,-0.254760054388573,-0.843855601938474,27
"506","GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY",0.691394658753709,0.864547038327526,0.0828962134571565,0.194397026620326,0.902465677188725,86
"507","GO_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE",0.693602693602694,0.865526359563838,0.0897104652742981,0.187277761807061,0.914017914673572,121
"508","GO_DETECTION_OF_OTHER_ORGANISM",0.694835680751174,0.866537748522837,0.0704500850658419,0.271542270097993,0.82048223509972,14
"509","GO_CYTOKINE_BINDING",0.695156695156695,0.866621919381462,0.046788296531803,-0.205009218622598,-0.893701437501995,108
"510","GO_NEGATIVE_REGULATION_OF_CELL_ACTIVATION",0.696356275303644,0.867517358639116,0.0442407423477375,-0.195750646085115,-0.90295551365237,168
"511","GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION",0.702255639097744,0.870385695980815,0.0487989701682839,-0.209452346882539,-0.880316625095058,87
"512","GO_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE",0.702439024390244,0.870409883412512,0.11146266692298,0.171905877088018,0.94291043574071,263
"513","GO_REGULATION_OF_MACROPHAGE_ACTIVATION",0.705056179775281,0.872387925144245,0.0789209638180035,0.21275676902722,0.866738590701313,44
"514","GO_REGULATION_OF_CELL_FATE_COMMITMENT",0.708053691275168,0.87398779538118,0.053457214108991,-0.266612700593931,-0.841673881685403,23
"515","GO_HEMOGLOBIN_COMPLEX",0.717213114754098,0.880102966591274,0.062249042949858,0.442351655756803,0.777869359908588,3
"516","GO_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION",0.720538720538721,0.883105246008472,0.0875697115548511,0.185392197923808,0.904815331558926,121
"517","GO_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT",0.725423728813559,0.885726912606626,0.052805004567129,-0.283419861737731,-0.820788284718672,16
"518","GO_ALPHA_BETA_T_CELL_ACTIVATION",0.727891156462585,0.887366120960985,0.0875697115548511,0.182201402805256,0.894383731802385,125
"519","GO_REGULATION_OF_CELL_CELL_ADHESION",0.733015494636472,0.890296357681228,0.0361491929398957,-0.180648616019541,-0.907614411976146,361
"520","GO_POSITIVE_REGULATION_OF_CHEMOTAXIS",0.736842105263158,0.891205614292514,0.0440640346597561,-0.199313302175187,-0.877084431511432,120
"521","GO_PLATELET_ALPHA_GRANULE",0.737481031866464,0.891637347534849,0.0469758727821845,-0.210669498076946,-0.852278425094714,71
"522","GO_REGULATION_OF_LYMPHOCYTE_ACTIVATION",0.745238095238095,0.896788623636318,0.0353157046479879,-0.178827385221511,-0.90154453663267,380
"523","GO_REGULATION_OF_MAST_CELL_CHEMOTAXIS",0.746350364963504,0.897598568394597,0.0549073703290958,-0.363571628130226,-0.789494644308797,6
"524","GO_CYTOKINE_ACTIVITY",0.746621621621622,0.89769845737511,0.0857844408075645,0.181196754562197,0.88812533301767,124
"525","GO_REGULATION_OF_B_CELL_PROLIFERATION",0.75186846038864,0.900328241626051,0.0454059226590179,-0.21950584936358,-0.838937170422356,52
"526","GO_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM",0.754448398576512,0.901417724269152,0.0880945010398517,0.176712071123775,0.885236325094963,140
"527","GO_T_CELL_PROLIFERATION",0.764044943820225,0.90612708440805,0.0902635484340068,0.177233628264865,0.904055430445691,166
"528","GO_MORPHOGENESIS_OF_AN_ENDOTHELIUM",0.765281173594132,0.906859075018237,0.0676760401641789,0.250141455130509,0.810328968097763,18
"529","GO_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION",0.767732962447844,0.908085528247133,0.0411544018789903,-0.190720916233946,-0.865641639782006,150
"530","GO_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY",0.76793893129771,0.90819166743813,0.0454059226590179,-0.212508143107916,-0.837359069593167,62
"531","GO_ENDOTHELIAL_CELL_CHEMOTAXIS",0.770247933884298,0.909591497234393,0.0488970772260102,-0.245110192348693,-0.79457198512505,25
"532","GO_POSITIVE_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY",0.771186440677966,0.910070995299487,0.0499913914024592,-0.275957331545259,-0.784069159870025,15
"533","GO_REGULATION_OF_T_CELL_DIFFERENTIATION",0.772277227722772,0.910938919978954,0.0416556773979467,-0.192801883867934,-0.858813701250127,130
"534","GO_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY",0.778702163061564,0.91504419413273,0.048701086452153,-0.253248034763257,-0.784666671149538,20
"535","GO_BLOOD_MICROPARTICLE",0.788856304985337,0.920846750604437,0.0753093764172773,0.189180234225704,0.837934386036748,68
"536","GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE",0.789156626506024,0.920846750604437,0.0766746872490091,0.192310487570157,0.860913537908326,74
"537","GO_SEQUESTERING_OF_CALCIUM_ION",0.789321789321789,0.920875420875421,0.0415717899246479,-0.196006773968711,-0.846081606063569,103
"538","GO_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE",0.79080824088748,0.92177068769051,0.04577044581081,-0.23141197061446,-0.766518472557653,27
"539","GO_DEFENSE_RESPONSE_TO_VIRUS",0.790983606557377,0.921870313131708,0.0934449219410994,0.168635189318105,0.901049627337211,212
"540","GO_INSULIN_LIKE_GROWTH_FACTOR_BINDING",0.794165316045381,0.923395831113952,0.0466015072985992,-0.235216759864988,-0.770790783426693,26
"541","GO_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION",0.795161290322581,0.923930524716858,0.0463227785794633,-0.233239564973462,-0.791484451522014,31
"542","GO_REGULATORY_T_CELL_DIFFERENTIATION",0.798449612403101,0.925000087572729,0.0683110858318647,0.211491028777386,0.79293087828331,30
"543","GO_REGULATION_OF_CELL_ACTIVATION",0.80161476355248,0.926580738953964,0.0302754424728262,-0.174202280338725,-0.890583504135477,484
"544","GO_RESPONSE_TO_UV_B",0.809027777777778,0.930078160825835,0.0488970772260102,-0.271805394887148,-0.750160666675101,14
"545","GO_POLYSOMAL_RIBOSOME",0.809677419354839,0.930648053741748,0.0454967810085007,-0.229985383596303,-0.780441582518433,31
"546","GO_T_HELPER_1_TYPE_IMMUNE_RESPONSE",0.81010719754977,0.930933360698442,0.0431036828790402,-0.218343127547145,-0.787713120130557,39
"547","GO_EAR_MORPHOGENESIS",0.81203007518797,0.931697149707719,0.0421619430092452,-0.19711379779078,-0.827495275793383,88
"548","GO_REGULATION_OF_CALCIUM_ION_TRANSPORT",0.814171122994652,0.932989704582653,0.0366082221336689,-0.182636301269821,-0.856208727836135,195
"549","GO_PEPTIDYL_PROLINE_DIOXYGENASE_ACTIVITY",0.814814814814815,0.933310167086555,0.0619762736001998,0.268297152672409,0.758516355210532,12
"550","GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS",0.815068493150685,0.933334783616301,0.124434168630393,0.158108663735429,0.904713917404316,417
"551","GO_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION",0.815864022662889,0.933834299096825,0.0718276293603809,0.20587839551991,0.816337355360224,41
"552","GO_POSITIVE_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION",0.820083682008368,0.936103980297842,0.0382416816260774,-0.186219496623597,-0.835003788165439,136
"553","GO_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS",0.822407628128725,0.937413701361245,0.0306322550486472,-0.173095316743625,-0.870625039145338,366
"554","GO_EMBRYO_IMPLANTATION",0.823529411764706,0.938053328629019,0.042845050912155,-0.216091803565778,-0.795713312472538,44
"555","GO_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION",0.823529411764706,0.938053328629019,0.0732558655828455,0.194578961979382,0.82811839640634,56
"556","GO_NEGATIVE_REGULATION_OF_COAGULATION",0.825214899713467,0.938848629062787,0.0718276293603809,0.204947803176183,0.801299366202559,39
"557","GO_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION",0.826642335766423,0.939121585311144,0.0501934252649434,-0.331134235808006,-0.719056949141443,6
"558","GO_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION",0.82798833819242,0.939505282445129,0.0725351864394589,0.192125080964605,0.817531429737249,55
"559","GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION",0.832137733142037,0.941878646518859,0.038875878582578,-0.187933044043751,-0.832486160411482,126
"560","GO_LYMPHOCYTE_ACTIVATION",0.844713656387665,0.947267318669552,0.0252009996957834,-0.171243675467598,-0.887211991634654,588
"561","GO_ENDOCYTIC_VESICLE_LUMEN",0.85025817555938,0.950231608815552,0.0462302524077616,-0.256389954235143,-0.703491832992555,13
"562","GO_DOPAMINE_NEUROTRANSMITTER_RECEPTOR_ACTIVITY",0.852882703777336,0.950479474813799,0.0526973085708419,-0.570690894829727,-0.759282758276609,1
"563","GO_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION",0.852852852852853,0.950479474813799,0.0725351864394589,0.193417742699696,0.808008462417017,52
"564","GO_GAS_TRANSPORT",0.854545454545454,0.951697798026543,0.0588438169595807,0.279068688548294,0.683743266386151,8
"565","GO_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS",0.861861861861862,0.955708628178351,0.072003313661988,0.188457145654464,0.793015343669332,53
"566","GO_PROCOLLAGEN_PROLINE_DIOXYGENASE_ACTIVITY",0.862989323843416,0.956213451999969,0.0470699590082662,-0.286564793567459,-0.686706744842477,8
"567","GO_INTERLEUKIN_1_PRODUCTION",0.863372093023256,0.956228774464577,0.0702812841717392,0.177674157559709,0.829042098032248,85
"568","GO_OXYGEN_CARRIER_ACTIVITY",0.874458874458874,0.959406842577914,0.0554793308704233,0.305111458530454,0.631488466809039,5
"569","GO_DECIDUALIZATION",0.87751677852349,0.960786755375292,0.0436251240000606,-0.226509991777351,-0.715073001380158,23
"570","GO_ERK1_AND_ERK2_CASCADE",0.877444589308996,0.960786755375292,0.0318534652552707,-0.174228037286208,-0.836383603229632,236
"571","GO_OSTEOCLAST_PROLIFERATION",0.87956204379562,0.961713269978045,0.0473534245254193,-0.309544708259648,-0.672175358132144,6
"572","GO_NEGATIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE",0.886486486486487,0.964338622036552,0.0464154956843849,-0.291789005321442,-0.670279370244141,7
"573","GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION",0.891213389121339,0.966313523518644,0.0878312634480124,0.158863015032712,0.858224759992125,225
"574","GO_POSITIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION",0.894214876033058,0.967789249167384,0.042077210988939,-0.214823480339494,-0.696391764003011,25
"575","GO_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY",0.895631067961165,0.968543351464911,0.0597317976364411,0.218964417742458,0.694883793552339,17
"576","GO_INTERLEUKIN_1_BETA_PRODUCTION",0.896656534954407,0.969039178623401,0.070619624712259,0.174368647450423,0.781633079632806,75
"577","GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION",0.900874635568513,0.971782764146286,0.0359208664409425,-0.179957864268866,-0.767424146061339,92
"578","GO_REGULATION_OF_IMMUNE_SYSTEM_PROCESS",0.901656314699793,0.972290799920755,0.0176259777744384,-0.165482467337163,-0.887116736587137,1231
"579","GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS",0.909722222222222,0.97605921821403,0.0435378240914002,-0.236260328946238,-0.652059190895658,14
"580","GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE",0.910299003322259,0.976107816059069,0.041488040200221,-0.218180047593677,-0.667989474993788,19
"581","GO_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION",0.912457912457912,0.976779883691725,0.0749278818393739,0.16377884398342,0.799330342273078,121
"582","GO_INDUCTION_OF_POSITIVE_CHEMOTAXIS",0.914634146341463,0.977751815983708,0.0434506826723125,-0.250621321124918,-0.637214604259977,10
"583","GO_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION",0.916417910447761,0.978659406895067,0.0686325631836726,0.172401109761545,0.756890342174703,67
"584","GO_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE",0.918055555555556,0.978834738764645,0.0327241935806629,-0.169944791931413,-0.76995174757545,148
"585","GO_MICROGLIAL_CELL_PROLIFERATION",0.918918918918919,0.979066339066339,0.044774889329693,-0.274627728419829,-0.63085756316979,7
"586","GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION",0.922480620155039,0.980619753259036,0.0289274314524646,-0.168533378700556,-0.815712573648774,251
"587","GO_T_CELL_DIFFERENTIATION",0.925545571245186,0.981436235458524,0.0284333438791734,-0.166679526158378,-0.798329772372522,221
"588","GO_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY",0.9325,0.983927101553658,0.059221919380382,0.200841783106905,0.655056399015326,19
"589","GO_REGULATION_OF_T_CELL_ACTIVATION",0.935606060606061,0.985278306789397,0.0270265157079683,-0.161658046451249,-0.794941704347355,285
"590","GO_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS",0.937293729372937,0.985905388258628,0.0725351864394589,0.160482191903193,0.763178420891712,102
"591","GO_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS",0.945244956772334,0.987760073210777,0.0653834195468773,0.163366634891693,0.743718509005415,79
"592","GO_ALPHA_BETA_T_CELL_DIFFERENTIATION",0.954810495626822,0.991513292138431,0.0331626424471441,-0.168407890801016,-0.718169679958354,92
"593","GO_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR",0.955112219451372,0.991603375130075,0.0579754757571486,0.197909169535442,0.653513980537907,20
"594","GO_REGULATION_OF_COAGULATION",0.958020989505247,0.992775388780953,0.0343431191135615,-0.169989263496093,-0.683862410947858,67
"595","GO_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS",0.962178517397882,0.994538813295534,0.034566432206351,-0.170211687628602,-0.685560777466059,68
"596","GO_CHEMOATTRACTANT_ACTIVITY",0.967254408060453,0.996574594225802,0.0578529757032509,0.187473128679823,0.627506474631502,21
"597","GO_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION",0.968831168831169,0.996574594225802,0.059221919380382,0.182946351216327,0.646570672101533,26
"598","GO_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION",0.980544747081712,0.99903028028028,0.0259735747969448,-0.152337976627344,-0.733052560152761,240
"599","GO_REGULATION_OF_LEUKOCYTE_MIGRATION",0.981884057971015,0.99903028028028,0.0749278818393739,0.149316215184917,0.779273406159118,178
"600","GO_SIDE_OF_MEMBRANE",0.982598607888631,0.999347901866744,0.0194541744944906,-0.153401879591472,-0.781633699873681,442
"601","GO_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION",0.986089644513138,1,0.0344174840212229,-0.156622222547932,-0.643854908637401,81
"602","GO_CELL_CHEMOTAXIS",0.998701298701299,1,0.0250603987343648,-0.139306359901784,-0.668966008360138,238
"603","GO_CYTOKINE_PRODUCTION",1,1,0.148261500475107,0.136374319782391,0.808096165553577,649
"604","GO_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT",1,1,0.0613026075396207,0.108671429507767,0.438593961497027,43
"605","GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM",1,1,0.0304180507344859,-0.135707236387752,-0.594163405346715,115
"606","GO_LEUKOCYTE_CELL_CELL_ADHESION",0.995024875621891,1,0.0228693972350018,-0.142959043977906,-0.705956611097006,306
"607","GO_LEUKOCYTE_MIGRATION",1,1,0.102449405629826,0.138446236486514,0.785911613995868,360
"608","GO_LEUKOCYTE_PROLIFERATION",0.993556701030928,1,0.024919740580511,-0.148925923017964,-0.720338775911282,247
"609","GO_MYOSIN_LIGHT_CHAIN_BINDING",0.995670995670996,1,0.0494904866135495,0.217652827721478,0.450475544695969,5
"610","GO_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION",1,1,0.0632191170859458,0.113965792092881,0.484947704292682,55
"611","GO_P38MAPK_CASCADE",0.990697674418605,1,0.0343431191135615,-0.160317043024642,-0.579917556309486,40
"612","GO_POSITIVE_REGULATION_OF_CELL_ACTIVATION",0.989987484355444,1,0.0235084845013289,-0.149028641063627,-0.733394986167186,298
"613","GO_POSITIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR",1,1,0.0391956336118146,-0.15861470098421,-0.43776360614251,14
"614","GO_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS",0.987012987012987,1,0.159646701919906,0.141871779199533,0.868549898557894,816
"615","GO_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION",0.994708994708995,1,0.0262543396498271,-0.149971066989452,-0.707035481957097,206
"616","GO_PROTEIN_TARGETING_TO_MEMBRANE",1,1,0.0267456741432593,-0.134598864186961,-0.627821729207089,190
"617","GO_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS",0.986036519871106,1,0.0137183520206939,-0.151879869481412,-0.802260031145689,827
"618","GO_RESPONSE_TO_CYTOKINE",0.99163179916318,1,0.010787337352153,-0.149130204346225,-0.797098635081748,991
"619","GO_T_CELL_ACTIVATION",0.998831775700935,1,0.0188532541830902,-0.143639947558135,-0.728577721576697,409
"620","GO_VASCULAR_WOUND_HEALING",1,1,0.0380842053196415,-0.140210616087227,-0.406052103659828,16
