"","pathway","pval","padj","ES","NES","nMoreExtreme","size"
"134","GO_COMMON_PARTNER_SMAD_PROTEIN_PHOSPHORYLATION",0.0330840265588033,0.139619942906129,-0.724104113974353,-1.56223951322389,866,6
"135","GO_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION",0.034517561566411,0.143880846646289,0.288831062824399,1.35415718015676,683,105
"136","GO_CYTOKINE_SECRETION",0.0367586995588956,0.149530530920194,0.254428104487105,1.28819980022395,674,172
"137","GO_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES",0.0371946246853172,0.150452030699141,-0.419092851763491,-1.48674489639072,1048,34
"138","GO_LEUKOCYTE_MIGRATION",0.0393261945018473,0.155493873996251,0.220303453457406,1.21323693056867,627,337
"139","GO_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE",0.0401402367765866,0.15763071768616,0.281324761649488,1.32899584472914,789,110
"140","GO_NEUROEPITHELIAL_CELL_DIFFERENTIATION",0.041230181200453,0.160654423349988,-0.401035522812098,-1.45911614831779,1164,38
"141","GO_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_2_SIGNALING_PATHWAY",0.0424098000521279,0.163745231218031,-0.57242968195839,-1.53958200147066,1138,12
"142","GO_NEGATIVE_REGULATION_OF_CELL_ADHESION",0.0435958925167558,0.166196103632729,-0.257799251726588,-1.27625561260203,1417,227
"143","GO_POSITIVE_REGULATION_OF_CELL_ADHESION",0.043826799297835,0.166608621025941,-0.239344946304839,-1.24118656533678,1497,347
"144","GO_DOPAMINE_BINDING",0.0447969179064716,0.168896561645806,0.909207033287892,1.40375767802625,1092,2
"145","GO_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE",0.0454545454545455,0.170587028616363,-0.307215999631146,-1.35132638699192,1364,99
"146","GO_LYMPHOCYTE_DIFFERENTIATION",0.0487848569893115,0.178526132289636,-0.244789030914623,-1.24666448342003,1633,291
"147","GO_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY",0.0499431848925924,0.181703156529458,0.250433883398204,1.26108480851226,922,165
"148","GO_POSITIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION",0.0504467309615199,0.183124019012371,-0.281054303246965,-1.30463411172235,1563,139
"149","GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION",0.0513581488933602,0.184697023731599,0.280330209748224,1.31018016198578,1020,103
"150","GO_PYRIMIDINE_NUCLEOSIDE_CATABOLIC_PROCESS",0.0538643740679007,0.190679724231909,0.495118766850355,1.49771877110562,1227,16
"151","GO_CARTILAGE_DEVELOPMENT_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS",0.0547494337485844,0.192213932181629,-0.398986675362297,-1.42607925369757,1546,35
"152","GO_T_CELL_MEDIATED_IMMUNITY",0.0550391028478678,0.192646512563617,0.293273599430458,1.32625609277979,1118,86
"153","GO_ANTIMICROBIAL_HUMORAL_RESPONSE",0.0566638568886391,0.196404525144748,0.347791108632046,1.38233480322552,1209,46
"154","GO_POSITIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS",0.0671580390812479,0.217244091377431,-0.334703111650154,-1.34738592495475,1958,61
"155","GO_FIBRINOLYSIS",0.0703131853671375,0.22371009218896,0.47851342385147,1.44748812832816,1602,16
"156","GO_RECEPTOR_REGULATOR_ACTIVITY",0.0708789716665158,0.224679351809997,-0.242537794946844,-1.22213459390131,2348,263
"157","GO_CELL_KILLING",0.0761786600496278,0.234915589813114,0.277391205252091,1.27531209948359,1534,94
"158","GO_RESPONSE_TO_CYTOKINE",0.0771698113207547,0.236582963800249,0.183376411558708,1.10223320139578,817,972
"159","GO_BONE_MINERALIZATION",0.0776712008288493,0.237837363949668,-0.294428990222157,-1.28865871672934,2323,96
"160","GO_RESPONSE_TO_MECHANICAL_STIMULUS",0.0793771604350997,0.240689771683391,-0.261977580397752,-1.2465903696467,2502,166
"161","GO_REGULATION_OF_IMMUNE_SYSTEM_PROCESS",0.0825481798715203,0.245821631434766,0.1782750969142,1.08758426976409,770,1236
"162","GO_CYTOSOLIC_RIBOSOME",0.0832614036252573,0.247148953116727,-0.288012944319397,-1.27494387425123,2507,103
"163","GO_POSITIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION",0.0841338428025569,0.248854221774161,-0.402338126096629,-1.37399140404312,2355,29
"164","GO_VIRAL_GENE_EXPRESSION",0.0886843427996984,0.257561425144991,-0.253580207733376,-1.22518727638781,2822,186
"165","GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY",0.0898222646483931,0.260033762380712,0.38298818734265,1.35938799588633,1975,29
"166","GO_REGULATION_OF_POSITIVE_CHEMOTAXIS",0.0914779172307805,0.263603273475587,-0.444713418473075,-1.3806789919815,2499,20
"167","GO_RESPONSE_TO_INTERFERON_BETA",0.102706827669794,0.284241135207505,0.393239815272104,1.34590954866911,2287,25
"168","GO_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE",0.103220045175185,0.28509073645258,0.246084003847553,1.20591304716509,1964,138
"169","GO_CXCR_CHEMOKINE_RECEPTOR_BINDING",0.103694570809064,0.285997913406364,0.55378622431582,1.40787182137395,2438,9
"170","GO_COLLAGEN_BIOSYNTHETIC_PROCESS",0.104791902604757,0.287759602667272,-0.36238641963967,-1.31849635942364,2960,38
"171","GO_COLLAGEN_TRIMER",0.108223336403015,0.293467574447198,-0.309964089578767,-1.27054001999321,3172,67
"172","GO_EAR_DEVELOPMENT",0.10874350059013,0.293999293521786,-0.256969494872799,-1.21429327783747,3408,158
"173","GO_EMBRYONIC_DIGESTIVE_TRACT_DEVELOPMENT",0.112127407726246,0.29931167969253,-0.395397740764835,-1.32636415181872,3125,27
"174","GO_REGULATION_OF_LEUKOCYTE_MIGRATION",0.114810255312316,0.303655324082057,0.236654779901707,1.1834157911558,2144,157
"175","GO_NEGATIVE_REGULATION_OF_HEMOPOIESIS",0.116645381013197,0.307368433359043,-0.270029514114211,-1.22139282004928,3561,117
"176","GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_STRESS",0.119088216817733,0.311339092382541,0.389777150733602,1.31884639547781,2653,24
"177","GO_POSITIVE_REGULATION_OF_HEMOPOIESIS",0.120259019426457,0.313332834166218,-0.254260148885033,-1.20149043280753,3769,158
"178","GO_POSITIVE_REGULATION_OF_KIDNEY_DEVELOPMENT",0.121517275735687,0.315515173609532,-0.378742825472282,-1.30461051038028,3414,30
"179","GO_LEUKOCYTE_DIFFERENTIATION",0.123047934450567,0.317675411525257,-0.216510749693279,-1.14424607630079,4309,425
"180","GO_POLYSOMAL_RIBOSOME",0.125523012552301,0.321260359645913,-0.38372252408082,-1.30014541479969,3509,28
"181","GO_BICARBONATE_TRANSPORT",0.126081470800288,0.322276382458012,0.376611136810267,1.30175258459061,2797,26
"182","GO_REGULATION_OF_MONOCYTE_DIFFERENTIATION",0.129222164986386,0.327369379131543,-0.445901027308942,-1.32518879796663,3511,17
"183","GO_REGULATION_OF_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_2_SIGNALING_PATHWAY",0.13302297183851,0.333778284127859,-0.629103009227759,-1.35727661248789,3485,6
"184","GO_T_CELL_MEDIATED_CYTOTOXICITY",0.134464631559532,0.335875483938064,0.326612519003479,1.25804150043754,2915,40
"185","GO_HEPARIN_BINDING",0.136374084655042,0.338526614620066,-0.263911101862613,-1.1978863967043,4152,121
"186","GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS",0.136740732145965,0.339352341727079,0.214615484051549,1.13787439550079,2356,241
"187","GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION",0.137151597552685,0.340033737137452,0.21844038357293,1.14270423186528,2420,218
"188","GO_ACTIN_CYTOSKELETON_REORGANIZATION",0.137791696130922,0.340751088202871,-0.282300068393972,-1.21842921569993,4091,89
"189","GO_T_CELL_DIFFERENTIATION",0.137877373171491,0.340751088202871,-0.238888685597567,-1.1699115163421,4429,207
"190","GO_REGULATION_OF_LEUKOCYTE_PROLIFERATION",0.140488608289871,0.344361262372279,0.226340922562872,1.15431535987355,2558,180
"191","GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION",0.140979078213719,0.345146006458297,0.244789969648951,1.17639983146011,2755,121
"192","GO_REGULATION_OF_FAT_CELL_DIFFERENTIATION",0.143123047264508,0.347499972908158,-0.272413413263712,-1.20369797477979,4305,102
"193","GO_CYTOKINE_PRODUCTION",0.154396650171298,0.364527585143767,0.186240602076974,1.0835202254932,2027,614
"194","GO_CELL_SURFACE",0.155495177285695,0.365618844046642,-0.203971572293679,-1.10947181580663,5722,604
"195","GO_POSITIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION",0.156521444082519,0.36709002103721,-0.291270052442104,-1.2097447061638,4612,72
"196","GO_BIOMINERAL_TISSUE_DEVELOPMENT",0.164606227106227,0.378306204581539,-0.257520374171072,-1.17133596126252,5032,122
"197","GO_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY",0.167893660531697,0.383828370777963,0.24070762047917,1.15497092039327,3283,120
"198","GO_RESPONSE_TO_CHEMOKINE",0.176128722382325,0.395796979192023,0.274957398733721,1.17803483800654,3666,65
"199","GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION",0.178098166012933,0.398574029747267,-0.333084394457118,-1.2181967588115,5039,39
"200","GO_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE",0.178739184177998,0.399650082660147,0.253619008074533,1.15932035137679,3614,91
"201","GO_PLATELET_DEGRANULATION",0.182700528036208,0.405032241854983,0.245774606669571,1.15089110292967,3632,104
"202","GO_REGULATION_OF_CELL_KILLING",0.183892552833004,0.406887757144246,0.276879950895796,1.17311001825828,3819,62
"203","GO_REGULATION_OF_VASCULAR_WOUND_HEALING",0.189188152240638,0.414017306780465,-0.673310036155349,-1.27494181482888,4930,4
"204","GO_SEGMENT_SPECIFICATION",0.189296296296296,0.414070087843214,-0.454326638655881,-1.25227810168116,5110,13
"205","GO_PEPTIDYL_PROLINE_4_DIOXYGENASE_ACTIVITY",0.189450474898236,0.414135003068893,0.521150406953848,1.27281558451048,4467,8
"206","GO_PEPTIDYL_PROLINE_HYDROXYLATION_TO_4_HYDROXY_L_PROLINE",0.189450474898236,0.414135003068893,0.521150406953848,1.27281558451048,4467,8
"207","GO_REGULATION_OF_CHEMOTAXIS",0.189708578291927,0.414336157315637,-0.237917335411048,-1.13912703034356,6001,173
"208","GO_THROMBIN_ACTIVATED_RECEPTOR_ACTIVITY",0.204152913180318,0.433371346662601,-0.621854992313304,-1.26315215175426,5318,5
"209","GO_CORTICOTROPIN_SECRETION",0.212047790124488,0.443146575424559,0.652758518126623,1.25614969095575,5075,4
"210","GO_VASCULAR_SMOOTH_MUSCLE_CELL_DEVELOPMENT",0.217363392621125,0.449724325311222,-0.501619880864667,-1.23264891323587,5755,9
"211","GO_PROTEIN_KINASE_B_SIGNALING",0.220979981886887,0.45299080510461,-0.227567627159521,-1.11176170005355,7075,203
"212","GO_REGULATION_OF_RELAXATION_OF_MUSCLE",0.224414256277188,0.456271027817219,-0.573418053509293,-1.23713748271823,5880,6
"213","GO_REGULATORY_T_CELL_DIFFERENTIATION",0.228811643990417,0.461433739732222,0.336089847035888,1.17329126365573,5061,27
"214","GO_BLOOD_MICROPARTICLE",0.231107672968138,0.464723962464507,0.262179288242109,1.13043925842784,4779,67
"215","GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN",0.23287189628653,0.467107435624128,0.378738742998315,1.18521643592305,5298,18
"216","GO_NEGATIVE_REGULATION_OF_CELL_GROWTH",0.234035780225377,0.468124403661554,-0.234782279345358,-1.11134658111547,7351,160
"217","GO_POSITIVE_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION",0.235088662009672,0.468534004033257,-0.604932715731519,-1.22877852712942,6124,5
"218","GO_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY",0.238607530701309,0.472246043012369,0.235129270311753,1.10737528225103,4701,108
"219","GO_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS",0.248763600395648,0.483477167986858,0.241618039645765,1.10732311864223,5029,92
"220","GO_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION",0.250601559241554,0.485488829289743,-0.236293903517818,-1.104316228957,7810,146
"221","GO_CHEMOATTRACTANT_ACTIVITY",0.254436814411843,0.489592165641301,0.349858389960267,1.1568849080745,5705,22
"222","GO_NEGATIVE_REGULATION_OF_CELL_ACTIVATION",0.256777795672948,0.491773063471371,0.216362080226488,1.0837195861326,4782,159
"223","GO_OXYGEN_TRANSPORT",0.258337785240021,0.493171913272948,-0.556678356899233,-1.2010219366539,6769,6
"224","GO_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE",0.261134661169502,0.495693890776196,0.201455201421302,1.06938005905461,4496,243
"225","GO_REGULATION_OF_VASCULAR_SMOOTH_MUSCLE_CELL_PROLIFERATION",0.26284557386205,0.497375226149724,-0.297501397047944,-1.13024303147493,7529,46
"226","GO_TRANSFORMING_GROWTH_FACTOR_BETA_BINDING",0.27187237000988,0.507645191560753,-0.369487845441846,-1.14713000508427,7429,20
"227","GO_SCAVENGER_RECEPTOR_ACTIVITY",0.272633984794067,0.507982230789081,0.281531035396354,1.11394062324439,5844,45
"228","GO_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS",0.282085905349794,0.517166130715708,0.18919702514056,1.05103899542995,4386,366
"229","GO_REGULATION_OF_COLLAGEN_BIOSYNTHETIC_PROCESS",0.284667117389603,0.519607310120879,-0.32678380143129,-1.12563342008569,7999,30
"230","GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT",0.285058492521842,0.519631818059694,0.237598363295159,1.08424732679313,5774,90
"231","GO_TRANSCRIPTION_FACTOR_AP_1_COMPLEX",0.285827626524136,0.520203152486659,0.564835040974175,1.17445096837662,6844,5
"232","GO_INNER_EAR_MORPHOGENESIS",0.290073216414098,0.524446416613135,-0.267461735207711,-1.09928257573228,8517,68
"233","GO_CELL_CHEMOTAXIS",0.29241939172193,0.526534303499304,0.201331967899165,1.05838605402965,5114,226
"234","GO_ENDOPLASMIC_RETICULUM_LUMEN",0.295511146206645,0.529616689654474,-0.212735608593247,-1.06553659088459,9729,250
"235","GO_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION",0.301114696391904,0.535830146666626,0.242763538536038,1.08027883585169,6158,79
"236","GO_HORMONE_ACTIVITY",0.310836636466591,0.545241515451465,-0.307111494674997,-1.09769412908432,8782,35
"237","GO_REGULATION_OF_ODONTOGENESIS",0.314765596160945,0.5495602336938,-0.388303794415393,-1.11592561201519,8526,15
"238","GO_TISSUE_REMODELING",0.324480218992374,0.55962462933372,-0.233119385810437,-1.06473910906971,9956,125
"239","GO_RESPONSE_TO_TUMOR_CELL",0.32636698212408,0.561713714145601,0.357365177170349,1.10040273911624,7448,17
"240","GO_POSITIVE_REGULATION_OF_CELL_KILLING",0.332349911023696,0.567508515076225,0.269388694082595,1.07071560538317,7096,46
"241","GO_T_CELL_PROLIFERATION",0.347312115538914,0.583472660094752,0.208939059438045,1.04259243296174,6492,155
"242","GO_LYMPHOCYTE_ACTIVATION",0.35222783143108,0.589547388435214,-0.19076852720435,-1.03208376768147,12837,558
"243","GO_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY",0.358051140290256,0.595498721492744,-0.26692464092442,-1.05590837180393,10361,56
"244","GO_CYTOKINE_ACTIVITY",0.360043174342105,0.597616572980683,0.218789587735652,1.04041493083666,7004,115
"245","GO_PLATELET_ALPHA_GRANULE_LUMEN",0.360974467088311,0.598465560238288,0.259069858383234,1.05105546201922,7704,50
"246","GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM",0.372128184059162,0.61027603920473,-0.231869441484704,-1.04157657208705,11321,112
"247","GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY",0.381437214106537,0.618941509564046,0.228243758444336,1.03217499244264,7754,86
"248","GO_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION",0.392399762710681,0.62873430187699,-0.268300755236845,-1.03579293247735,11244,50
"249","GO_ALPHA_BETA_T_CELL_DIFFERENTIATION",0.393844496077045,0.630138564430468,-0.238934070909847,-1.03125817247905,11695,89
"250","GO_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION",0.395868504251205,0.632464265757729,-0.206216164543667,-1.02338670255248,12896,232
"251","GO_NEGATIVE_REGULATION_OF_RELAXATION_OF_MUSCLE",0.430926063351951,0.664022598184424,-0.694648478488982,-1.06003256034777,11032,2
"252","GO_SIDE_OF_MEMBRANE",0.432777557231706,0.664924902789098,0.179145641130051,1.00459006402599,6540,406
"253","GO_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE",0.45229068945576,0.682050743860347,-0.214350706637415,-1.00004669314089,14077,144
"254","GO_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE",0.452560683451611,0.682056166275435,0.285901716322625,0.998084259265636,10011,27
"255","GO_ERK1_AND_ERK2_CASCADE",0.453544856422554,0.68267140351104,-0.202097208931918,-1.00049823831185,14751,227
"256","GO_KERATINOCYTE_APOPTOTIC_PROCESS",0.456666922545482,0.685215952468997,-0.501148424241641,-1.01796514984019,11897,5
"257","GO_REGULATION_OF_METAL_ION_TRANSPORT",0.472295514511873,0.698434638309719,-0.196115932576884,-0.993927419085153,15751,278
"258","GO_INNER_EAR_AUDITORY_RECEPTOR_CELL_DIFFERENTIATION",0.476980805311012,0.702655957513815,-0.302318280830473,-0.985022167718147,13219,24
"259","GO_GAS_TRANSPORT",0.483912483912484,0.709411293809707,-0.41273298389574,-0.977369631642614,12783,8
"260","GO_REGULATION_OF_T_CELL_DIFFERENTIATION",0.487406823629856,0.710671053916179,-0.216875396521927,-0.984392416385388,14842,121
"261","GO_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_PROLIFERATION",0.493696419566314,0.715391388263594,0.436967963519366,0.968451752638918,11747,6
"262","GO_HAPTOGLOBIN_BINDING",0.49502028771671,0.71604497402235,0.662185204616999,1.02237172747669,12077,2
"263","GO_HAPTOGLOBIN_HEMOGLOBIN_COMPLEX",0.49502028771671,0.71604497402235,0.662185204616999,1.02237172747669,12077,2
"264","GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY",0.505807418508805,0.724080828704139,0.242504270233857,0.969145562831556,10799,47
"265","GO_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION",0.510693827746331,0.727926540077223,-0.231433265849558,-0.970609520225457,15066,76
"266","GO_POSITIVE_CHEMOTAXIS",0.519444735098183,0.734794157771534,-0.250725245004994,-0.960827079557026,14892,48
"267","GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION",0.519816197587593,0.735049714570865,-0.227732099362218,-0.96680819828457,15384,81
"268","GO_CYTOKINE_RECEPTOR_BINDING",0.538253626785813,0.749076292753903,0.190334080055537,0.971437972051862,9757,182
"269","GO_REGULATION_OF_CELL_CELL_ADHESION",0.549447961136464,0.756998647546704,-0.187585311981138,-0.96834808575147,18661,332
"270","GO_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION",0.55380048764974,0.760370812638519,-0.256881469262259,-0.939498152605006,15671,39
"271","GO_POSITIVE_REGULATION_OF_COLLAGEN_BIOSYNTHETIC_PROCESS",0.561355710549259,0.76616120120752,-0.295230252809422,-0.929728073731065,15452,21
"272","GO_POSITIVE_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION",0.567620413217754,0.768976935039366,-0.207825993577337,-0.949215194925909,17417,125
"273","GO_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY",0.585479338462247,0.783912292837081,0.246202360549423,0.923184082419965,12708,36
"274","GO_ALPHA_BETA_T_CELL_ACTIVATION",0.586804529788282,0.784792802167528,-0.207729977928513,-0.940214407930863,17876,118
"275","GO_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION",0.588011789354071,0.785301076815348,-0.263756334974071,-0.915799188828337,16558,31
"276","GO_RESPONSE_TO_UV_B",0.588113695090439,0.785332070561688,-0.314884476538574,-0.904929741220839,15931,15
"277","GO_CILIUM_MOVEMENT",0.592168366159147,0.789267814331792,0.235750668265577,0.922552412630184,12717,43
"278","GO_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS",0.597985476692434,0.793523546797048,0.227309430966933,0.922202298936898,12763,50
"279","GO_POSITIVE_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION",0.604320987654321,0.796775378521699,0.28252725531249,0.898781999412458,13705,19
"280","GO_PEPTIDYL_PROLINE_HYDROXYLATION",0.638205373445787,0.818803216972938,0.30416519816966,0.864218964634277,14679,13
"281","GO_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION",0.639717832566825,0.819693911393137,-0.228285036907134,-0.900168963839484,18499,55
"282","GO_NEGATIVE_REGULATION_OF_T_CELL_DIFFERENTIATION",0.641172924866149,0.820296029157776,-0.250265382835263,-0.887824211527176,18082,34
"283","GO_REGULATION_OF_LYMPHOCYTE_ACTIVATION",0.643085694339403,0.821778912623983,-0.180783050767219,-0.941009012338832,22107,360
"284","GO_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION",0.666560980765166,0.8366807581202,-0.237214965631131,-0.877749670336348,18920,41
"285","GO_OSTEOCLAST_PROLIFERATION",0.669801182160129,0.837854001197332,-0.411980890923385,-0.836842278801429,17450,5
"286","GO_HEMOGLOBIN_COMPLEX",0.672568928512465,0.839260389849429,0.482246013185118,0.842735603615446,16294,3
"287","GO_WOUND_HEALING_INVOLVED_IN_INFLAMMATORY_RESPONSE",0.681790429672594,0.846660195539369,-0.382826361767146,-0.825939885597117,17866,6
"288","GO_CD4_RECEPTOR_BINDING",0.683700507229919,0.84774445348501,-0.349983961152947,-0.828777220478426,18061,8
"289","GO_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION",0.683931469792606,0.847925473606711,-0.259488365658678,-0.85331414176362,18961,25
