gene,TUNG2_81s_1,TUNG2_95s_3,TUNG3_81s_2,TUNG3_95s_4,TUNG4_81s_3,TUNG4_95s_4,TUNG6_81s_4,TUNG6_95s_5,TUNG7_81s_5,TUNG7_95s_5
CLIC6|54102,179.2657,177.6316,16.5485,13.7845,17.2791,15.625,8,9.5969,68.2497,23.0608
CLINT1|9685,736.5011,892.5439,1321.513,1229.3233,1388.0889,1332.3864,588,591.1708,1012.3703,819.7065
CLIP1|6249,3367.1706,3598.6842,2033.0969,1863.4085,4285.2206,4336.6477,2276,2046.0653,1273.994,968.5535
CLIP2|7461,524.838,657.8947,203.3097,249.3734,1549.3607,1715.9091,1200,1266.7946,322.2902,308.1761
CLIP3|25999,304.5356,364.0351,44.9173,43.8596,434.8577,465.9091,460,362.7639,72.0413,106.9182
CLIP4|79745,241.9006,269.7368,640.6619,657.8947,901.3938,796.875,144,157.3896,602.8722,410.9015
CLK1|1195,425.486,548.2456,716.3121,674.1855,731.4825,663.3523,880,761.9962,345.04,310.2725
CLK2P|1197,41.0367,35.0877,52.0095,61.4035,175.671,132.1023,160,128.5988,64.458,16.7715
CLK2|1196,503.2397,664.4737,437.3522,491.2281,993.5491,1011.3636,864,997.5816,272.9987,289.3082
CLK3|1198,593.9525,728.0702,669.0307,768.1704,1681.8339,1789.7727,1652,1827.2553,485.3311,647.7987
CLK4|57396,73.4341,83.3333,134.7518,129.0727,169.9113,157.6705,80,82.5336,79.6246,56.6038
CLLU1OS|574016,2.1598,0,11.8203,8.7719,0,4.2614,0,0,0,0
CLLU1|574028,2.1598,4.386,4.7281,11.2782,0,1.4205,0,0,30.3332,16.7715
CLMN|79789,90.7127,146.9298,118.2033,71.4286,152.6322,109.375,60,42.2265,136.4994,153.0398
CLN3|1201,466.5227,550.4386,297.8723,365.9148,797.7192,831.7756,532,642.9942,864.4959,958.0713
CLN5|1203,1030.2376,1164.4737,770.6856,681.7043,175.671,161.9318,188,145.8733,640.7887,599.5807
CLN6|54982,1099.3521,1234.6491,1241.1348,1451.1278,1889.1833,2107.9545,1440,1527.8311,1368.7853,1549.2662
CLN8|2055,570.1944,771.9298,276.5957,283.208,195.83,250,196,178.5029,420.873,381.5514
CLNK|116449,4.3197,0,2.3641,0,2.8799,0,0,0,3.7916,2.0964
CLNS1A|1207,3211.6631,3574.5614,2676.1229,2711.7794,829.3975,767.0455,984,946.2572,4159.4388,3979.0356
CLOCK|9575,215.9827,256.5789,335.6974,343.3584,233.2681,167.6136,212,209.2131,189.5824,117.4004
CLP1|10978,835.8531,929.8246,208.0378,190.4762,175.671,194.6023,252,203.4549,697.6634,656.1845
CLPB|81570,466.5227,587.7193,231.6785,253.1328,702.684,788.3523,580,610.3647,428.4563,505.2411
CLPP|8192,1209.5032,1756.5789,2288.4161,2988.7218,722.843,955.9659,1592,2274.4722,2407.697,3333.3333
CLPS|1208,0,0,2.3641,6.2657,0,0,4,0,0,0
CLPTM1L|81037,5064.7948,6094.2982,1151.3002,1264.411,1716.3921,1714.4886,2364,2877.1593,2904.4031,3285.1153
CLPTM1|1209,6667.3866,8357.4561,4609.9291,5661.6541,8884.3451,9982.9545,7264,8495.2015,3537.6084,4526.2055
CLPX|10845,548.5961,605.2632,1030.7329,763.1579,610.5287,593.75,428,380.0384,697.6634,559.7484
CLRN1OS|116933,0,0,0,0,0,0,0,0,0,0
CLRN1|7401,0,0,0,0,0,1.4205,0,0,0,0
CLRN2|645104,0,0,0,0,0,0,0,0,0,0
CLRN3|119467,0,0,0,0,0,0,0,0,0,0
CLSPN|63967,10.7991,19.7368,18.9125,6.2657,97.915,103.6932,112,103.6468,34.1248,31.4465
CLSTN1|22883,17272.0734,19853.0263,2978.7234,3142.8571,22811.3121,23901.8466,31055.96,32758.119,4519.6455,5142.3899
CLSTN2|64084,99.3521,116.2281,4.7281,6.2657,14.3993,9.9432,40,28.7908,18.9582,8.3857
CLSTN3|9746,157.6674,179.8246,356.974,419.7995,5296.0488,5561.0795,2188,2397.3129,379.1649,387.8407
CLTA|1211,4609.0713,6098.6842,6713.948,7555.1378,2344.2,2744.3182,1868,2428.023,6324.4704,7178.1971
CLTB|1212,8991.3607,13021.9298,10524.8227,14220.5514,8190.3007,10515.625,2504,3366.6027,10119.9109,14899.3711
CLTCL1|8218,60.4752,98.6842,205.6738,171.6792,400.2995,367.8977,28,69.0979,64.458,27.2537
CLTC|1213,9399.568,10901.3158,6385.3428,5874.6867,4195.9452,3879.2614,4432,3894.4338,4728.1862,3788.26
CLUAP1|23059,285.0972,392.5439,54.3735,71.4286,162.4813,154.8295,204,207.2937,185.7908,169.8113
CLUL1|27098,0,0,0,0,2.8799,0,0,0,0,0
CLU|1191,961.1231,1243.4211,189.1253,164.1604,4216.1041,4436.0795,628,656.4299,3901.6067,4192.8721
CLVS1|157807,0,4.364,9.2908,24.6366,3.3406,0,0,3.0134,0,2.7883
CLVS2|134829,0,0,0,0,0,0,0,0,0,0
CLYBL|171425,43.1965,43.8596,66.1939,73.9348,11.5194,19.8864,12,21.1132,49.2914,41.9287
CMA1|1215,4.3197,4.386,52.0095,51.3784,5.7597,1.4205,0,0,11.3749,4.1929
CMAH|8418,62.635,50.4386,47.2813,76.4411,54.7172,55.3977,12,1.9194,117.5411,117.4004
CMAS|55907,1241.9006,1467.1053,664.3026,666.6667,230.3882,242.8977,320,274.4722,735.5799,681.3417
CMBL|134147,956.8035,1087.7193,203.3097,225.5639,152.6322,161.9318,224,203.4549,322.2902,324.9476
CMC1|152100,287.257,394.7368,508.2742,942.3559,60.4769,86.6477,72,122.8407,208.5407,314.4654
CMIP|80790,3069.1145,3767.5439,1806.1466,1778.1955,6427.8309,6505.6818,7332,7368.5221,1546.9927,1618.4486
CMKLR1|1240,203.0238,247.807,28.3688,23.8095,175.671,139.2045,48,26.8714,208.5407,218.0294
CMPK1|51727,3626.3499,4418.8596,4955.0827,4833.3333,1149.0612,1215.9091,1268,1284.0691,2661.7375,2436.0587
CMPK2|129607,397.4082,460.5263,281.3239,290.7268,1560.8801,1757.1023,844,865.643,1110.9531,1226.4151
CMTM1|113540,17.2786,28.5088,11.8203,23.8095,63.3568,76.7045,100,99.8081,34.1248,33.543
CMTM2|146225,0,0,0,3.7594,5.7597,12.7841,0,1.9194,15.1666,14.6751
CMTM3|123920,2507.5594,2975.8772,193.8534,221.8045,426.2182,353.6932,368,401.1516,1535.6178,1620.5451
CMTM4|146223,280.7775,394.7368,125.2955,129.0727,270.7061,268.4659,368,332.0537,106.1662,142.5577
CMTM5|116173,0,6.5789,0,0,0,4.2614,0,3.8388,0,4.1929
CMTM6|54918,1587.473,1844.2982,1860.5201,1676.6917,483.8152,416.1932,276,276.3916,1645.5756,1303.9832
CMTM7|112616,228.9417,223.6842,63.8298,51.3784,800.599,856.5341,64,53.7428,902.4124,974.8428
CMTM8|152189,138.2289,173.2456,11.8203,18.797,63.3568,73.8636,12,23.0326,68.2497,129.979
CMYA5|202333,131.7495,175.4386,4.7281,3.7594,2188.6879,2126.4205,120,122.8407,45.4998,39.8323
CN5H6.4|150384,6.4795,4.386,0,0,11.5194,7.1023,4,1.9194,3.7916,12.5786
CNBD1|168975,0,0,0,0,0,0,0,0,0,0
CNBP|7555,13803.4557,16122.807,22151.3002,21983.7093,4409.0543,4548.2955,6032,6216.8906,12281.1508,11459.1195
CNDP1|84735,0,0,0,2.5063,0,0,0,0,0,0
CNDP2|55748,1548.5961,1875,4475.1773,4353.3835,2341.3201,2464.4886,1268,1274.4722,4652.3532,4274.6331
CNFN|84518,5863.9309,8785.0877,73739.9527,92081.4536,17446.1468,21569.6023,6488,8727.4472,20660.6948,30853.2495
CNGA1|1259,15.1188,17.5439,42.5532,48.8722,14.3993,12.7841,4,1.9194,15.1666,8.3857
CNGA2|1260,0,2.193,0,0,0,0,0,0,0,0
CNGA3|1261,0,4.386,0,0,0,0,0,0,0,0
CNGA4|1262,0,2.193,0,0,2.8799,7.1023,0,1.9194,0,0
CNGB1|1258,440.6048,565.7895,368.7943,424.812,717.0833,724.4318,1672,1673.7044,113.7495,136.2683
CNGB3|54714,38.8769,39.4737,16.5485,15.0376,0,0,0,0,0,0
CNIH2|254263,421.1663,500,0,2.5063,97.915,89.4886,340,401.1516,18.9582,25.1572
CNIH3|149111,51.8359,52.6316,23.6407,15.0376,0,1.4205,0,5.7582,11.3749,20.9644
CNIH4|29097,1699.784,1910.0877,2300.2364,2353.3835,247.6673,241.4773,420,401.1516,1539.4095,1327.044
CNIH|10175,1943.8445,2234.6491,3130.0236,3114.0351,256.3069,241.4773,468,451.0557,2786.8619,2218.0294
CNKSR1|10256,784.0173,1000,1222.2222,1322.0551,4083.6309,4488.6364,5200,6034.5489,671.1219,767.2956
CNKSR2|22866,0,0,0,0,0,2.8409,0,0,0,0
CNKSR3|154043,151.1879,232.4561,186.7612,185.4637,270.7061,261.3636,292,353.167,227.4989,222.2222
CNN1|1264,334.7732,421.0526,307.3286,352.1303,149.7523,140.625,852,940.499,265.4154,289.3082
CNN2|1265,7751.6199,9173.2456,8316.7849,8547.619,6496.9474,6750,3996,4366.6027,5126.3093,6020.9644
CNN3|1266,3306.6955,3598.6842,4810.8747,4681.7043,987.7894,974.4318,396,376.1996,3382.1508,3100.6289
CNNM1|26507,64.7948,74.5614,0,0,46.0776,55.3977,168,132.4376,3.7916,4.1929
CNNM2|54805,205.1836,315.7895,85.1064,100.2506,270.7061,247.1591,448,495.2015,197.1657,199.1614
CNNM3|26505,408.2073,497.807,101.6548,129.0727,593.2496,742.8977,828,863.7236,197.1657,320.7547
CNNM4|26504,181.4255,236.8421,217.4941,204.2607,1396.7285,1306.8182,1216,1145.8733,155.4576,153.0398
CNOT10|25904,544.2765,620.614,536.643,511.2782,334.0629,353.6932,284,228.4069,360.2066,285.1153
CNOT1|23019,3657.797,4213.0482,2333.9243,2160.9148,5046.5384,4841.9034,4605.44,4293.3973,2227.2146,1881.2998
CNOT2|4848,1552.9158,1695.1754,1326.2411,1444.8622,1287.2941,1285.5114,1420,1142.0345,928.954,746.3312
CNOT3|4849,2548.5961,3302.6316,860.5201,1093.985,5232.6921,6018.4659,5824,6884.8369,932.7456,1331.2369
CNOT4|4850,447.0842,576.7544,264.7754,189.2231,1019.4678,968.75,1092,1040.3071,348.8317,289.3082
CNOT6L|246175,416.8467,495.614,205.6738,197.995,187.1904,149.1477,200,163.1478,257.8321,199.1614
CNOT6|57472,680.3456,813.5965,517.7305,510.0251,371.501,400.5682,164,168.906,348.8317,274.6331
CNOT7|29883,1902.8078,2335.5263,1359.3381,1273.183,668.1258,595.1705,484,476.0077,1471.1598,1301.8868
CNOT8|9337,952.4838,1028.5088,1839.2435,1694.2356,440.6174,387.7841,396,389.6353,1391.5351,1238.9937
CNO|55330,818.5745,1008.7719,472.8132,627.8195,181.4307,208.8068,116,205.3743,762.1214,939.2034
CNPY1|285888,0,2.193,0,0,0,0,0,0,0,0
CNPY2|10330,2347.7322,2923.2456,1200.9456,1268.1704,524.1332,613.6364,464,566.2188,1615.2424,2079.6646
CNPY3|10695,1157.6674,1355.2632,822.695,779.4486,1376.5695,1383.5227,2548,2437.62,2001.9906,1819.7065
CNPY4|245812,174.946,192.9825,42.5532,38.8471,57.5971,66.3636,116,92.1305,155.4576,129.979
CNP|1267,1458.4017,1763.5088,1445.5792,1724.0852,2820.5564,3373.7216,1685.16,1716.3916,1695.3221,1995.7023
CNR1|1268,2.1598,13.1579,4.7281,2.5063,8.6396,5.6818,0,0,15.1666,14.6751
CNR2|1269,0,0,0,0,25.9187,15.625,0,1.9194,18.9582,10.4822
CNRIP1|25927,237.581,278.5088,108.747,87.7193,17.2791,53.9773,16,51.8234,216.124,184.4864
CNST|163882,583.1533,710.5263,219.8582,235.589,221.7486,225.8523,416,429.9424,341.2484,238.9937
CNTD1|124817,57.8618,79.1886,181.5603,152.807,20.5333,38.679,0,6.5259,0,8.805
CNTD2|79935,79.9136,122.807,122.9314,124.0602,43.1978,53.9773,64,67.1785,7.5833,46.1216
CNTFR|1271,8.6393,8.7719,0,1.2531,86.3956,105.1136,16,21.1132,0,6.2893
CNTF|1270,21.5983,46.0526,16.5485,2.5063,0,5.6676,0,0,15.1666,16.7715
CNTLN|54875,157.6674,182.0175,9.4563,15.0376,31.6784,25.5682,152,126.6795,53.0831,37.7358
CNTN1|1272,10.7991,17.5439,33.0969,51.3784,25.9187,28.4091,476,389.6353,276.7904,190.7757
CNTN2|6900,2.1598,2.193,0,0,2.8799,1.4205,4,19.1939,0,0
CNTN3|5067,6.4795,0,0,5.0125,0,1.4205,4,0,0,0
CNTN4|152330,15.1188,19.7368,0,1.2531,2.8799,9.9432,8,7.6775,0,14.6751
CNTN5|53942,2.1598,15.3509,2.3641,2.5063,0,0,0,0,0,0
CNTN6|27255,0,0,0,0,0,0,0,0,0,0
CNTNAP1|8506,254.8596,328.9474,26.0047,21.3033,394.5398,416.1932,444,433.7812,87.2079,67.086
CNTNAP2|26047,146.8683,177.6316,87.4704,114.0351,149.7523,129.2614,4,0,132.7077,182.3899
CNTNAP3|79937,162.0086,219.7368,36.1702,22.0175,43.4858,48.2955,4,11.1324,83.9471,36.7296
CNTNAP4|85445,0,0,0,0,0,1.4205,0,0,0,0
CNTNAP5|129684,6.4795,6.5789,0,0,0,0,0,0,0,0
CNTROB|116840,388.7689,473.6842,314.4208,273.183,1730.7914,1855.1136,1924,2120.9213,261.6238,209.6436
COASY|80347,1118.7905,1245.614,992.9078,1117.7945,3455.8231,3524.1477,1860,2172.7447,1474.9514,1689.7275
COBLL1|22837,626.3499,717.1053,501.182,478.6967,1036.7469,913.3523,1692,1687.1401,318.4985,234.8008
COBL|23242,43.1965,37.2807,16.5485,13.7845,262.0666,269.8864,28,36.4683,83.4163,56.6038
COBRA1|25920,1118.7905,1576.7544,1125.2955,1258.1454,2468.0336,2751.4205,2480,2792.7063,1630.409,2115.304
COCH|1690,30.2376,35.1096,9.4563,4.1729,13.6217,18.892,8,3.8964,34.1248,29.3501
COG1|9382,419.3737,535.4825,333.5225,301.6917,935.0881,836.1648,452.28,425.5278,311.3702,381.4885
COG2|22796,682.5054,842.1053,643.026,580.2005,388.7801,414.7727,320,330.1344,553.5807,423.4801
COG3|83548,311.0151,348.6842,442.0804,468.6717,509.7339,517.0455,176,249.5202,326.0818,278.826
COG4|25839,1088.5529,1357.4561,1011.8203,1088.9724,1183.6194,1213.0682,1240,1132.4376,1509.0763,1461.2159
COG5|10466,557.0626,671.25,911.7967,1000.9023,567.4749,540.6108,641.56,520.7294,614.7021,501.153
COG6|57511,323.9741,309.2105,546.0993,572.6817,167.0314,191.7614,124,142.0345,337.4568,341.7191
COG7|91949,358.5313,486.8421,392.435,417.2932,910.0334,855.1136,1408,1451.0557,341.2484,337.5262
COG8|84342,479.2441,534.0351,355.3428,406.4536,387.4554,451.0227,514.68,472.5336,560.292,785.0314
COIL|8161,332.6134,322.3684,375.8865,328.3208,172.7912,187.5,284,280.2303,265.4154,236.8973
COL10A1|1300,1321.8143,1653.5088,134.7518,166.6667,48.9575,32.6705,732,637.2361,56.8747,50.3145
COL11A1|1301,1393.0886,1655.7018,61.4657,61.4035,11.5194,4.2614,328,347.4088,7.5833,2.0964
COL11A2|1302,10.7991,10.9649,2.3641,3.7594,34.5582,39.7727,52,88.2917,0,0
COL12A1|1303,5449.2441,6458.3333,2371.1584,2347.1178,3395.3462,3268.4659,5592,5347.4088,3219.1099,2907.7568
COL13A1|1305,101.5119,149.1228,7.0922,11.2782,54.7172,52.5568,68,55.6622,3.7916,6.2893
COL14A1|7373,771.0583,846.4912,200.9456,223.0576,296.6248,313.9205,772,829.1747,401.9148,446.5409
COL15A1|1306,550.7559,640.3509,510.6383,483.7093,1376.5695,1227.2727,412,433.7812,1577.3259,1425.5765
COL16A1|1307,1308.8553,1526.3158,548.4634,616.5414,5111.7383,5478.6932,3868,4760.0768,208.5407,236.8973
COL17A1|1308,54151.1879,62695.1754,10669.0307,10825.8145,32519.295,33840.9091,103944,110694.8177,16762.8798,16926.6247
COL18A1|80781,13209.5032,18877.193,2709.2199,3342.1053,13192.6045,16052.5568,19880,27092.1305,2039.9071,2825.9958
COL19A1|1310,4.3197,17.5439,0,0,8.6396,4.2614,0,1.9194,3.7916,0
COL1A1|1277,240200.8639,310372.807,19548.4634,23270.6767,67045.8473,76178.9773,251976,302456.8138,25775.6292,33561.8449
COL1A2|1278,249187.905,287212.7193,11756.5012,11419.7995,11306.3011,11311.0795,53036,53213.0518,15333.4281,14444.4444
COL20A1|57642,0,0,0,0,0,0,0,0,0,0
COL21A1|81578,110.1512,72.3684,7.0922,6.2657,11.5194,12.7841,12,3.8388,3.7916,4.1929
COL22A1|169044,10.7991,4.386,0,8.7719,371.501,365.0568,4,5.7582,166.8326,186.5828
COL23A1|91522,43.1965,74.5614,18.9125,16.2907,37.4381,45.4545,4,15.3551,53.0831,88.0503
COL24A1|255631,71.2743,67.9825,7.0922,7.5188,5.7597,4.2614,20,3.8388,15.1666,6.2893
COL25A1|84570,2.1598,2.193,0,0,0,0,0,5.7582,0,0
COL27A1|85301,56.1555,65.7895,92.1986,162.9073,1857.5049,2163.3523,2508,2662.1881,75.833,64.9895
COL28A1|340267,15.1188,8.7719,75.6501,46.3659,0,7.1023,0,0,0,0
COL29A1|256076,12.959,19.7368,16.5485,17.5439,28.7985,36.9318,0,0,22.7499,20.9644
COL2A1|1280,86.3931,116.2281,75.6501,82.7068,48.9575,39.7727,196,201.5355,18.9582,10.4822
COL3A1|1281,80215.9827,91655.7018,15281.3239,14184.2105,7686.3265,7329.5455,23712,23232.2457,20152.6139,16979.0356
COL4A1|1282,12311.0151,15866.2281,5226.9504,5273.183,5347.8862,5610.7955,9976,11261.0365,4538.6037,4507.3375
COL4A2|1284,8174.946,10432.0175,2631.2057,3249.3734,8325.6537,9450.2841,10576,12976.9674,4064.6476,5163.522
COL4A3BP|10087,425.486,425.4386,300.2364,304.5113,204.4695,205.9659,116,107.4856,261.6238,169.8113
COL4A3|1285,28.0778,28.5088,0,0,23.0388,25.5682,24,19.1939,3.7916,0
COL4A4|1286,8.6393,13.1579,2.3641,3.7594,43.1978,28.4091,12,15.3551,15.1666,4.1929
COL4A5|1287,2481.6415,2736.8421,744.6809,719.2982,1543.601,1302.5568,4192,3879.0787,295.7486,209.6436
COL4A6|1288,647.9482,846.4912,191.4894,205.5138,743.002,822.4432,3668,3752.3992,170.6242,155.1363
COL5A1|1289,16278.6177,19043.8596,1378.2506,1542.6065,6024.6515,6512.7699,9900,10844.4914,1467.3681,1649.8952
COL5A2|1290,29334.7732,34364.0351,957.4468,911.0276,1039.6268,934.6591,17020,15984.6449,1573.5343,1463.3124
COL5A3|50509,3226.7819,3945.1754,768.3215,870.9273,2033.1759,2426.1364,3636,4178.5029,443.6229,446.5409
COL6A1|1291,53511.879,62828.9474,3586.2884,4171.6792,11772.8372,12646.3068,28800,34259.1171,5308.3085,6335.4298
COL6A2|1292,45637.149,61412.2807,5042.5532,6353.3835,16573.5514,19613.6364,32936,41445.2975,6991.8006,10872.1174
COL6A3|1293,17812.095,22245.614,3891.253,3909.7744,5108.8584,5803.9773,12932,14953.9347,4254.2301,4341.7191
COL6A4P2|646300,2.1598,0,4.7281,0,2.8799,4.2614,0,0,0,2.0964
COL6A6|131873,2.1598,6.5789,4.7281,2.5063,86.3956,55.3977,8,1.9194,3.7916,2.0964
COL7A1|1294,4773.2181,6506.5789,1269.5035,1422.3058,12279.6913,13490.0568,14408,16610.3647,618.0388,876.3103
COL8A1|1295,820.7343,967.1053,42.5532,45.1128,43.1978,39.7727,168,174.6641,53.0831,73.3753
COL8A2|1296,997.8402,1140.3509,82.7423,115.2882,270.7061,303.9773,456,529.7505,197.1657,211.74
COL9A1|1297,4.3197,2.193,0,0,0,2.8409,0,3.8388,3.7916,0
COL9A2|1298,397.4082,548.2456,18.9125,10.0251,112.3142,137.7841,1096,1149.7121,49.2914,25.1572
COL9A3|1299,123.1102,186.4035,16.5485,22.5564,34.5582,79.5455,104,142.0345,170.6242,203.3543
COLEC10|10584,0,2.193,2.3641,1.2531,0,1.4205,8,3.8388,0,0
COLEC11|78989,4.3197,8.7719,4.7281,8.7719,2.8799,5.6818,40,17.2745,53.0831,23.0608
COLEC12|81035,457.8834,504.386,59.1017,36.3409,54.7172,63.9205,76,88.2917,113.7495,96.4361
COLQ|8292,0,10.9649,4.1135,3.7594,63.3568,66.7614,12,11.5163,3.7916,4.1929
COMMD10|51397,410.3672,453.9474,728.1324,615.2882,46.0776,69.6023,44,61.4203,428.4563,383.6478
COMMD1|150684,814.2549,993.4211,2912.5296,2838.3459,380.1405,315.3409,424,368.5221,1073.0366,1039.8323
COMMD2|51122,954.6436,1125,1453.9007,1419.7995,311.0241,306.8182,424,355.0864,944.1206,788.26
COMMD3|23412,1245.27,1561.4254,854.7045,821.9424,89.1314,65.4403,158.28,222.7447,874.3922,809.4969
COMMD4|54939,1479.4816,1940.7895,763.5934,922.3058,791.9595,873.5795,536,669.8656,1361.202,2010.4822
COMMD5|28991,1181.879,1573.0044,1867.0922,1989.1604,611.6519,616.4915,517.92,642.6679,2116.233,2662.8512
COMMD6|170622,1699.784,2234.6491,2052.0095,2211.7794,161.2717,159.0909,104,197.6967,1562.1593,1526.2055
COMMD7|149951,2470.8423,2725.8772,6260.0473,6441.1028,774.6803,737.2159,1248,1224.5681,2248.4478,2354.2977
COMMD8|54951,501.0799,638.1579,983.4515,1070.1754,40.3179,71.0227,84,76.7754,872.0792,656.1845
COMMD9|29099,5060.4752,6118.4211,2567.3759,2626.5664,843.7968,873.5795,888,1040.3071,2843.7367,2731.6562
COMP|1311,974.0821,1140.3509,40.1891,55.1378,132.4732,147.7273,80,145.8733,390.5398,498.9518
COMTD1|118881,1172.7862,1905.7018,1836.8794,2612.782,1169.2201,1427.5568,504,767.7543,1141.2863,2599.5807
COMT|1312,3257.0194,4151.3158,9179.669,11060.1504,3988.5958,4696.0227,2280,3013.4357,5175.6007,6781.9706
COPA|1314,6377.9698,7118.0921,4294.87,4214.8997,4062.176,3973.196,4811.68,4721.6891,2699.654,2528.3019
COPB1|1315,2676.0259,3199.5614,2801.4184,2771.0025,924.4327,914.7727,1076,1055.0288,3178.4255,2756.8134
COPB2|9276,6466.5227,7131.5789,2595.7447,2453.6341,1517.6823,1467.3295,1996,1871.4012,2339.4474,1943.3962
COPE|11316,10180.4968,14161.4254,25366.4303,32914.386,12377.6063,15043.3381,12364,16580.3647,13077.397,20823.8365
COPG2|26958,38.8769,59.2105,56.7376,53.8847,83.5157,63.9205,132,124.7601,34.1248,83.8574
COPG|22820,3259.1793,3846.4912,2056.7376,2081.4536,5005.1837,4813.9205,6664,6683.3013,1725.2002,1725.3669
COPS2|9318,2395.2484,2804.8246,1910.1655,1739.3484,527.013,461.6477,580,593.0902,1998.199,1603.7736
COPS3|8533,3272.1382,3940.7895,2182.0331,2147.8697,380.1405,431.8182,476,481.7658,2434.2386,2251.5723
COPS4|51138,1285.0972,1449.5614,903.0733,780.7018,109.4344,105.1136,236,214.9712,1164.0362,1081.761
COPS5|10987,2092.8726,2425.4386,2252.9551,2191.7293,388.7801,377.8409,804,712.0921,2953.6945,2740.0419
COPS6|10980,3416.8467,3989.0351,3803.7825,3997.4937,1442.8061,1526.9886,1192,1353.167,4189.772,4350.1048
COPS7A|50813,2088.5529,2743.4211,2957.4468,3251.8797,1903.5825,2173.2955,2060,2376.1996,2256.0311,2651.9916
COPS7B|64708,580.9935,677.6316,312.0567,259.3985,653.7265,680.3977,1596,1648.7524,659.7469,696.0168
COPS8|10920,5902.8078,7157.8947,1226.9031,1230.5764,817.8781,879.2472,1124,1205.3551,2479.7384,2056.5828
COPZ1|22818,6263.4989,7364.0351,7576.8322,6875.9398,1834.4661,1688.9205,2772,2669.8656,5122.5177,4637.3166
COPZ2|51226,1816.4147,2432.0175,314.4208,337.0927,215.9889,147.7273,604,531.6699,682.4968,790.3564
COQ10A|93058,151.1879,122.807,63.8298,63.9098,77.756,133.5227,88,128.5988,163.0409,132.0755
COQ10B|80219,755.9395,875,1070.922,959.8997,259.1867,245.7386,296,330.1344,549.7891,603.7736
COQ2|27235,559.3952,598.6842,451.5366,510.0251,100.7948,120.7386,232,232.2457,356.415,412.9979
COQ3|51805,367.1706,357.4561,127.6596,161.6541,66.2366,49.7159,80,65.2591,242.6655,218.0294
COQ4|51117,574.514,706.1404,1382.9787,1360.9023,1344.8911,1467.3295,608,879.0787,2062.657,2576.5199
COQ5|84274,710.5832,743.4211,565.0118,551.3784,109.4344,112.2159,160,122.8407,815.2045,815.5136
COQ6|51004,556.5659,565.2851,529.409,565.1378,246.6018,296.108,159.32,174.261,530.8308,585.6813
COQ7|10229,239.7408,300.4386,278.9598,273.183,241.9076,269.8864,288,295.5854,288.1653,293.501
COQ9|57017,1179.2657,1416.6667,2486.9976,2548.8722,1419.7673,1444.6023,1312,1500.9597,2445.6135,2591.195
CORIN|10699,170.6263,214.9123,9.4563,12.5313,28.7985,17.0455,8,13.4357,11.3749,4.1929
CORO1A|11151,295.8963,405.7018,420.8038,528.4085,4028.9137,4373.5795,692,786.9482,3097.7771,4406.3103
CORO1B|57175,6794.8164,9109.6491,3316.7849,4250.6266,4990.7845,6008.5227,3200,4051.8234,3613.4414,5404.6122
CORO1C|23603,3673.8661,4175.4386,4243.4988,4313.2832,2041.8155,2261.3636,3900,3850.2879,4936.7269,4522.0126
CORO2A|7464,755.9395,864.0351,560.2837,506.2657,728.6027,674.7159,524,476.0077,462.5812,446.5409
CORO2B|10391,17.2786,35.0877,7.0922,3.7594,54.7172,63.9205,8,5.7582,26.5415,18.8679
CORO6|84940,267.8186,280.7018,9.4563,15.0376,2551.5494,2765.625,680,867.5624,117.5411,171.9078
CORO7|79585,251.9438,379.2105,324.4681,276.2657,2960.7476,3607.5568,1011.48,1397.5432,529.5796,655.4927
CORT|1325,6.4795,4.386,6.2175,1.9424,2.8799,8.5227,11.24,4.1651,0,5.4717
COTL1|23406,2075.594,2500,1238.7707,1546.3659,3680.4516,5028.4091,1672,2145.8733,7261.0076,8599.5807
COX10|1352,434.1253,521.9079,338.227,362.7444,411.2717,495.4119,456,419.6161,340.9451,339.434
COX11|1353,496.5659,648.0044,780.9929,818.2707,127.2895,147.1307,147.28,181.7658,445.5187,558.7841
COX15|1355,692.0086,772.4123,599.1726,496.4536,599.3549,514.9858,480.92,448.9443,693.1513,590.8805
COX16|51241,1786.1771,2050.4386,1633.5697,1573.9348,371.501,330.9659,252,339.7313,1205.7443,951.782
COX17|10063,846.6523,1304.8246,449.1726,553.8847,106.5545,105.1136,208,205.3743,345.04,448.6373
COX18|285521,345.5724,405.7018,255.3191,258.1454,57.5971,62.5,80,84.453,185.7908,178.1971
COX19|90639,768.8121,858.2895,243.3333,261.4536,241.5908,230.1136,156,159.309,253.7371,261.1111
COX4I1|1327,13961.1231,19109.6491,9522.4586,12070.1754,1540.7211,1883.5227,1672,2051.8234,12690.6488,15025.1572
COX4I2|84701,64.7948,96.4912,106.383,90.2256,43.1978,44.0341,4,30.7102,128.9161,104.8218
COX4NB|10328,1585.3132,2144.7368,1092.1986,1474.9373,694.0445,752.8409,732,932.8215,1884.4495,2597.4843
COX5A|9377,4464.3629,5495.614,3229.3144,4535.0877,691.1646,1046.875,652,1061.4203,3621.0247,4075.4717
COX5B|1329,4598.2721,5824.5614,4985.8156,5360.9023,1013.7081,1019.8864,824,917.4664,4675.1031,5052.4109
COX6A1|1337,7617.7106,11024.1228,7075.6501,9360.9023,1126.0223,1471.5909,1288,1694.8177,4728.1862,6140.4612
COX6A2|1339,0,0,4.7281,2.5063,1048.2663,1252.8409,96,97.8887,26.5415,56.6038
