"","Estimate","Std. Error","t value","Pr(>|t|)","PAdj"
"BX099241",-0.00046870413247542,0.000291290888324519,-1.6090586807276,0.10777675023721,0.375145525772382
"LAD1",0.00214320253453133,0.00265137366090674,0.8083366619092,0.419002330851629,0.708651360229907
"CA448799",3.66006448380907e-05,0.0002296126555191,0.159401687835304,0.873370076663127,0.955867578737184
"REXO1L1",-0.000403775783496749,0.000230877227705042,-1.74887661078724,0.080480737503003,0.32378316187439
"tMDC",0.000118671375973995,0.000238661285806828,0.497237646117635,0.619081472851946,0.836105049027351
"C10orf57",-0.00179334537034157,0.00106432279821115,-1.68496378481765,0.0921668109128005,0.34639342064473
"SKOR1",-0.000679340883595698,0.000252881436174649,-2.68640076500721,0.00728825124464302,0.0983355643070814
"AHCYL1",0.000839601777982486,0.000931911073515614,0.900946240304997,0.367735974223424,0.669093827067629
"BU622718",-0.000279711544042153,0.000236662954085044,-1.18189830395525,0.237400283759221,0.548962812169738
"FAM120AOS",-0.00102976858030347,0.000866201960984296,-1.1888319660848,0.234660715246696,0.546600572515445
"NGEF",-0.00041864962673706,0.000648696858952096,-0.645370207917063,0.518768564334594,0.778036974910158
"BM684503",-0.000705139531055975,0.000289529586334757,-2.43546623328741,0.0149679425775763,0.138789507127237
"ZFYVE28",0.000469158517231058,0.000292489075570248,1.60402065039991,0.108882815422434,0.377267913715973
"AMPD2",-0.00042925300348472,0.000322146834545346,-1.33247624205445,0.182870363095192,0.482555333158755
"PEX14",-5.71773556704278e-05,0.00056126955898613,-0.101871471122917,0.918869904329592,0.972381197233834
"HYDIN",-5.93306107096366e-05,0.000472193062518848,-0.125649052091417,0.900023594967802,0.965094607796497
"OVCH1",-0.000495845362961172,0.00031311737404453,-1.58357665228329,0.113463637472559,0.383691634461744
"AI820843",0.000535122929983724,0.000258114950413271,2.07319618304531,0.038294282261613,0.224208330166022
"PRADC1",-0.00106462070036291,0.000793916641525526,-1.34097289901522,0.180096397291513,0.478763209453624
"AFG3L2",-0.00124857369451926,0.00081492179126683,-1.53213928980632,0.125661669600261,0.402857987740978
"NAT10",-0.000415811144540123,0.000882637335466537,-0.471100788321329,0.637625160400815,0.847292502380142
"CHD8",0.00328559792506535,0.00106448185816808,3.08657014664365,0.00205529199250917,0.0497846473891287
"ACHE",0.00065360049619019,0.000384086963048677,1.70169924800951,0.0889823656569611,0.340556350923328
"TMPRSS15",0.000759301452207602,0.000342948251496554,2.21404089070048,0.0269493700665111,0.18931030498956
"UQCRC1",0.0014233796167111,0.000697804451361818,2.03979727262167,0.0415144908133033,0.233847691201705
"AI806438",0.000308963735209832,0.000255678969446071,1.20840496142175,0.227048341098792,0.538176041847565
"LPAR2",-0.000660059703565804,0.000872930258292687,-0.756142540936519,0.449661488539186,0.733178397639537
"HR",-0.000415158636013139,0.000430344538247358,-0.964712222685418,0.334816994214958,0.641430883339409
"OTC",-0.000118183410928502,0.000238480170480508,-0.495569131346965,0.620258200928643,0.836579994743603
"AI798590",0.000248519669055219,0.000218298464164722,1.13843984201233,0.25508653232001,0.568081577369219
"PDGFA",0.00110150742139176,0.000625898939318584,1.75988063279189,0.0785958370356239,0.320240213015
"GPR45",-5.18577222448857e-05,0.000240107670355862,-0.215976949707719,0.829029890709959,0.937244609381956
"USP1",-0.00370317419097905,0.000993588463436411,-3.72707043937618,0.000199628851512703,0.0150140612767332
"CFL2",0.000369612085562595,0.000346008590158244,1.06821650119599,0.285564370507836,0.598528973900242
"CDH2",-0.000526594351115641,0.00179778161487931,-0.292913414375412,0.769621689883955,0.913228304384523
"C16orf62",-0.000641213191365753,0.00053780723856362,-1.19227326333188,0.23330937200917,0.54517839599909
"MYO18A",-0.00043758338924658,0.000356499556611044,-1.22744441369391,0.219814164200173,0.529359350892128
"MMP15",0.000521571650933982,0.000798886941147032,0.652872921148412,0.513920574579033,0.775815671003709
"CXorf66",-6.90632522388704e-05,0.000263786940201171,-0.261814524199723,0.793494034807214,0.92342555997388
"TMEM95",-0.000452677596195487,0.000230845625217086,-1.96095375760226,0.0500365457834918,0.2575603184732
"ZNF709",-0.000312058125690677,0.000242088665032068,-1.28902410878816,0.197553334731898,0.501979109566932
"AW245966",7.28994872006221e-05,0.000236362777822807,0.308422027664916,0.757796480311838,0.907657895693047
"CTF1",-0.000510068117857802,0.000696996639581923,-0.731808575381015,0.464379527927208,0.74378622768133
"APOBEC3G",-0.00195035650625964,0.00138879775239245,-1.40434883545845,0.160385438148064,0.453208627415091
"MCM8",0.000911203713030524,0.000502507396549373,1.81331403137067,0.0699478729445172,0.305174215883376
"HLA-DPA1",-0.00395385393427635,0.00181540159665001,-2.17795001479147,0.0295376251200985,0.197636078783062
"FSCB",0.000346647236464531,0.000240113764310265,1.44367915542154,0.149001161886699,0.437084424323471
"DENND5B",0.00116452070844896,0.000836245877684037,1.39255778656162,0.163923467304313,0.458359357167478
"UGT2B7",3.97740956114102e-05,0.00398244704555319,0.00998735078117914,0.992032472869995,0.998259303720516
"RPL32P3",0.000261822538474484,0.000321100792343198,0.815390508892433,0.414955389478422,0.704866065368979
"RPP38",-0.00103446034268802,0.000561218258574602,-1.84324071229502,0.0654562019042966,0.294820756894728
"GSX2",0.000405749381084775,0.00024985225955195,1.62395722100888,0.104557913434615,0.369523891889005
"DMRT2",0.000540500055087057,0.000603574753782085,0.895498116347986,0.370639160675922,0.671604332789327
"ZCCHC13",5.67098849690937e-05,0.000234396549792605,0.241939930512078,0.808853936167489,0.929636483186934
"NTSR2",-0.000277674083801876,0.000266863719055892,-1.04050893386418,0.298241566168115,0.609336001038369
"IL17B",0.00174619824347429,0.000688562688637135,2.53600474189288,0.0112954370892259,0.1212008855087
"VPS28",0.00125835159968169,0.000986090109972781,1.27610203870356,0.202082096065505,0.508449821055676
"RAB11B",0.000317371795241836,0.000333011653971957,0.953035100893381,0.340698700253925,0.646185806378917
"AW303282",0.000158167474923985,0.000250835107828316,0.630563545483601,0.528405020713054,0.784223981042433
"RNASE7",0.000459784121746591,0.000403355422618909,1.13989820382555,0.254478539887239,0.567476215531202
"LOC348926",-0.000117332156937483,0.00026730711783913,-0.438941386544356,0.660756053289969,0.86025022741732
"TXK",-5.46419490342852e-05,0.000364887987296067,-0.149749925831209,0.880978491240059,0.957873417191387
"UGT3A2",0.000295198958901381,0.000456855345216653,0.646154109812133,0.518260930520446,0.777694584329222
"EMILIN2",-0.00145035649541183,0.00124690070309866,-1.16316920169149,0.244913171364505,0.557686451880162
"AI669261",-0.000310161768832662,0.000244099166597076,-1.270638376839,0.20401954353611,0.511213186312383
"SGCB",-0.000671720122963114,0.000567934889473639,-1.18274142936642,0.237065952749789,0.548618245260228
"SPTBN4",0.000814726361589191,0.000671326944624812,1.21360593092911,0.225055537330971,0.535824809111607
"NUDT16P",-0.00067493902778531,0.000819167397418882,-0.823932971346245,0.410085483413187,0.701014595567347
"BE440000",0.000290932059097487,0.000226467656072927,1.28465169880065,0.199077325211658,0.504103538906865
"CRY2",0.00141346780780732,0.000834945662094808,1.69288598285672,0.0906481265052402,0.343746272436927
"ODF4",0.000371829372392097,0.000283479719420454,1.31166128269163,0.189799695450676,0.491721105692373
"COX5B",-0.000726539927869755,0.000670275552595664,-1.08394215641046,0.278533859330593,0.590694256031645
"REXO4",0.00105261788163967,0.000665697483228304,1.58122556891006,0.114000037123289,0.384289316166566
"DA108631",3.83588264274506e-05,0.00026338169382495,0.145639683116872,0.884221949190801,0.958910567773984
"C6orf154",-0.000402160874436294,0.000481791751034129,-0.834719302630413,0.403985202028399,0.697238572351302
"KDM2B",0.000317137425072398,0.000811460100224888,0.390823190178429,0.695973624599188,0.877761217326402
"AI252672",0.000284772376943602,0.000244910468475125,1.16276114580429,0.245078694575669,0.557686451880162
"BC037907",1.73332036179352e-05,0.000246589688562028,0.0702916805605807,0.943969217968635,0.980214769518878
"NIPA1",-0.00107803484661632,0.000701017236046853,-1.53781503675363,0.124267480593767,0.401398457994288
"CEACAM21",0.000318569901508164,0.000273131908118203,1.16635915482382,0.243621909056175,0.555942124866312
"OR4A16",0.000264636196463749,0.000231533787065109,1.1429701030603,0.253201165135158,0.566107532068404
"ACOX1",-0.000835990720339499,0.000786953671844306,-1.06231249722778,0.288234624164313,0.600367665752285
"AI636045",0.000291646615049939,0.000237469475382798,1.22814359437063,0.21955169343648,0.529283311992782
"FAT4",-0.000537789628477127,0.00034967968227539,-1.53794931686534,0.124234642905827,0.401392166957277
"HSPB9",-0.000623964341421761,0.00027193828012679,-2.29450719895279,0.0218746315318725,0.170123578796714
"TNP2",3.83997179308115e-05,0.000228867141317169,0.167781699503977,0.866773640510292,0.952848560597778
"CRIP3",2.34909973307942e-05,0.000279906388017637,0.0839244773838961,0.933125697609535,0.976484024707943
"FZD7",0.000756613453768728,0.00146114955894296,0.517820676971687,0.604646256246343,0.828539239732412
"IER3",0.00121656730177645,0.00190147358398051,0.639802368029597,0.522381531504491,0.780635012255498
"RAB1B",0.000406344164152129,0.000666116482236546,0.610019681224208,0.541924841746365,0.791949513749632
"KRTAP4-4",-1.60301529467103e-05,0.000252997304946314,-0.0633609632723635,0.949486021670907,0.982424329161253
"HTR1E",0.000439702675919099,0.00035349796438853,1.24386197436719,0.213710371327077,0.522755905289923
"AA769834",-6.80782919457449e-05,0.000227865982849548,-0.29876461196358,0.765153724370762,0.911087364443033
"TRIM40",-0.0002573508320987,0.000254824680965375,-1.00991329067402,0.312670930897358,0.622837018238112
"LRRC27",0.000195980991634385,0.000244697316055803,0.800911897168873,0.423287077282933,0.712190809861943
"SH3PXD2B",-0.000529525724500836,0.000954994384683253,-0.554480458726955,0.579318127780867,0.813462264478747
"TOMM34",-0.000901281902968274,0.000829152700826464,-1.08699145774948,0.277184362135213,0.589343809997614
"DLC1",0.00541106844861594,0.00153958529958349,3.51462725064977,0.000451131307205702,0.0234154970038284
"PNPLA2",0.00243732600018272,0.00100888563779951,2.41585954727118,0.0157959175564861,0.142777795616115
"SERPINA4",-0.000200105600025197,0.000328072689875296,-0.609942876078041,0.541975709103153,0.791949513749632
"PPFIA2",4.57313006979706e-05,0.000379898652017007,0.120377633495586,0.90419728081552,0.966688656600063
"PRMT8",0.000682032274722512,0.000334677722974817,2.03787771907911,0.041706341724625,0.23427850049462
"SP7",0.000488112858967761,0.000322206539456661,1.51490674208807,0.129969474827779,0.4094627143821
"BX089663",-5.78749329178525e-05,0.000248099102119375,-0.233273447680619,0.815575279222414,0.932017504241579
"TRIM13",-0.000323806371243699,0.000606759650653272,-0.533664970792093,0.593638444613658,0.822776824527963
"MS4A1",0.000207065318938236,0.000375586597624977,0.55131178867301,0.581487558908497,0.81517623411388
"FA2H",0.000502788918047167,0.000593816908914732,0.846706973983059,0.397269665460807,0.692564544852551
"BQ272125",-0.000744805273453424,0.000259226189054151,-2.87318683413518,0.00411060639107093,0.0723229289080263
"RALBP1",-0.000478976959663088,0.000621366881667218,-0.77084404366374,0.440899323113452,0.726523850799878
"OR1A2",-0.00016126053905491,0.000241781047121384,-0.666969313661507,0.504876188322361,0.770047996074589
"KRTAP19-7",0.00014544156417526,0.000302856011339413,0.480233374044746,0.631119107470684,0.84381847046494
"B3GALT5",-0.000497408423636958,0.000333975099311506,-1.489357813389,0.136566240589744,0.419441158393105
"GRIA1",-0.000525387861748149,0.000440723142096701,-1.19210409339674,0.233375673037589,0.54517839599909
"AI582113",9.37914591229629e-05,0.000256441956257517,0.365741474178969,0.714600452177939,0.887170563413084
"ZCCHC5",-4.86573653654812e-05,0.000328288085380489,-0.148215447140236,0.882189142085771,0.958198574296682
"WDR83",-0.000867381428374936,0.0007702999451431,-1.12603075444047,0.260300794791649,0.573149978021032
"ZMYND11",0.00133181940885524,0.000900303870802732,1.47929988090327,0.139233051486197,0.423204565126064
"GAA",0.00174842952381189,0.00101294159983635,1.72609114295865,0.0845005459003575,0.33171756527966
"ZNF323",-0.00213409697722064,0.00115790476983434,-1.84306778313553,0.0654814561648239,0.294820756894728
"GAPDHS",7.46578562622552e-05,0.000246935640669212,0.302337305623148,0.762429451159321,0.909541609157634
"SPAG4",0.00162903698367867,0.00090144990491202,1.80712979701036,0.0709069342833713,0.30684754259576
"VIPL",-0.000177310854358973,0.000761894901219343,-0.232723508288615,0.816002252257102,0.932353051755568
"AF052141",0.000422865528302343,0.000312022119861263,1.35524214914752,0.175508404071412,0.473644082575953
"AMBN",-0.00040052273698341,0.000256439350851106,-1.56186145244129,0.118494294600334,0.392425791087381
"C11orf39",0.000450740945783797,0.000240069536339274,1.87754328457066,0.0606033055836997,0.283396920065936
"AX746743",-3.669285891776e-05,0.000286064643880149,-0.128267717464354,0.897951267535178,0.964174990805739
"AI889315",0.000363943359808207,0.000227148875271706,1.60222391316212,0.10927944366391,0.377927967948492
"IDO2",0.000798164091220909,0.000535344266017255,1.49093609829601,0.136151371245303,0.418955777794236
"SLC39A13",0.00045006829438196,0.000364774525643704,1.23382600138467,0.217426878985922,0.5262555242472
"PRPF31",0.00106000414520931,0.000722634209463116,1.46686128518168,0.142586369885376,0.428216004605232
"BMS1",0.000510059621989242,0.000672062411696097,0.758946807785299,0.447982545956885,0.7316647908765
"NEFH",-0.00186755246955133,0.00121219555607069,-1.54063629436572,0.123578976081005,0.40034199536585
"BP419082",0.000356827383627455,0.000267010250892257,1.33638084094172,0.181591689100794,0.480667638497518
"ITPRIPL2",0.00260305625608986,0.00164527024748604,1.58214509748007,0.113790009246413,0.384069771453898
"SLC41A2",-0.000888905906156715,0.000754704485406783,-1.17781982662737,0.239022260484655,0.550883314572955
"MRE11A",0.00223497152465418,0.000536697140206546,4.16430675183784,3.26885804724707e-05,0.00675046888943362
"ARL8A",-0.000328209081810558,0.000362130268167144,-0.906328773542538,0.364881700575202,0.666324736182292
"ACER3",0.00262016369961914,0.00131114750143966,1.99837447483381,0.0458244474893416,0.246175074166728
"TSPO",-0.000828541168305856,0.00113937860703006,-0.727186874664565,0.467204908708114,0.745182705284217
"AK091969",0.000617632896243853,0.00029369571118045,2.10296872828481,0.0356053427363324,0.216961988446849
"BX117727",0.000189860683926016,0.000233836822373417,0.811936640256022,0.416934050741047,0.706772100762284
"HNRNPA1L2",-0.000491107123727964,0.00153676147033985,-0.319572772487169,0.749328854581841,0.903763884797579
"CYB5R1",3.60162900788119e-05,0.00109495289120576,0.0328930042270137,0.973763514396348,0.990252794487607
"AI218031",0.000125922462685669,0.000251134024085513,0.501415382261354,0.616139392230359,0.835090088985448
"ANGPTL1",0.000163471128885933,0.00035141024245679,0.465186010922928,0.641853847178858,0.849622171114911
"CF891514",0.00050166041018617,0.00025232457623395,1.98815516773539,0.0469439501097295,0.250039382792107
"SSBP1",-0.00200355618839898,0.000831188048176424,-2.41047280792194,0.0160303423774855,0.144249402900504
"ABCB1",0.00124062982670057,0.00068795164975879,1.8033677615797,0.0714956177453396,0.307755734537791
"BU743124",0.000157843445010122,0.000234117176567536,0.674207024552036,0.500265231806889,0.76704041342498
"LIPT2",0.000803514553837127,0.000492868308098136,1.63028245199555,0.103214658029852,0.367046802910459
"PPP1R3D",-0.000549490694675288,0.000731190344866559,-0.75150157347273,0.452447910808566,0.735114728002609
"NDRG1",0.00170815279487538,0.00173497877610963,0.984538150204698,0.324981701494963,0.633465973734652
"DB342652",0.000310090851721409,0.000234375044239393,1.32305405094529,0.185983417604537,0.486531821812921
"EDA",-0.000580976020616957,0.000339247460039409,-1.71254346473064,0.0869667069461487,0.336617446320307
"CK299059",-0.000198314262103579,0.000266843299808517,-0.743186215452615,0.457464761736914,0.738930220999942
"ZFYVE16",-0.00050655680176323,0.000428211742019166,-1.18295869089119,0.236979854354621,0.548618245260228
"FADS3",-0.000830030707954178,0.000332342355996711,-2.497517072312,0.0125942506748832,0.127922434048179
"BF515022",1.43837021004757e-05,0.000233836522055041,0.0615117859864939,0.950958374823837,0.983078538635358
"HIST3H3",-0.000181907076552857,0.0002364671053574,-0.76927011170505,0.441832687031595,0.727070292707418
"LOC100505702",-0.00194100440085599,0.000842549834307946,-2.3037265237258,0.02135007540446,0.168042195560686
"CYP2W1",-0.000671848317792596,0.00033972235915335,-1.97763938607681,0.0481198828087764,0.253114391700649
"BX114564",-0.00033250141372092,0.000310989088508055,-1.06917389068558,0.285132945970176,0.598115162205176
"LRRC48",0.00181085122288435,0.00126296533195986,1.43380912924529,0.151798324881415,0.440565245595962
"MTRNR2L1",-0.00249403202814236,0.00139034548635518,-1.79382178934569,0.0730073782718445,0.310269691537422
"SLC5A2",-0.000368293761772665,0.000246126635021977,-1.4963588225215,0.134733367009803,0.41696503521652
"MAP3K9",0.00066668721029607,0.000469258706850263,1.42072422005972,0.155568055738222,0.447038016772287
"CSNK1E",0.00283997050819377,0.000921180826627513,3.08296745449104,0.00208020500668926,0.0502382909841466
"SPNS1",-0.000439058593344715,0.000867653673033063,-0.506029775463169,0.612896965185124,0.833104995126407
"AHCTF1",-0.000612297090121394,0.000798440714881562,-0.766866066207833,0.443260502828457,0.728024213496372
"DNAJB6",-0.00133715494357839,0.00130652287533711,-1.02344548941279,0.306233122859783,0.61709333588308
"MSLN",0.00153119091246432,0.00260570478396028,0.587630234203714,0.556853330099554,0.801074558584682
"UBE2L3",0.00280414255861153,0.000914999029491977,3.06463992663296,0.00221128845405362,0.0521524054389809
"CLEC6A",0.000264930000435241,0.000234920111363631,1.12774508277479,0.25957607671488,0.572425918184601
"WTIP",-0.000716513444840104,0.000811221506963425,-0.883252525592137,0.377216370675228,0.676629261730876
"FAM75D1",0.00082623390723863,0.000274499017361867,3.00997036411763,0.00264860219359012,0.0575377042234895
"ZNF18",-0.000409902254134589,0.000725947246145258,-0.56464468501141,0.572384971196152,0.80894774261152
"NPIPL2",0.0024826769764305,0.00127376622612118,1.94908369017652,0.0514387039917343,0.260807630865157
"LTC4S",0.000481813329560364,0.00102310752108075,0.470931275191296,0.637746188124994,0.847364403804606
"MED30",-0.000671729664838844,0.00124135495041461,-0.54112618201143,0.588486765293187,0.819348959928258
"LTV1",-0.0015935468449656,0.000727117340446598,-2.19159516122506,0.0285349400810896,0.194128983203268
"RRBP1",0.00224620449656807,0.00110907506216437,2.02529528721399,0.0429825893283759,0.237721229403964
"RPL26",-0.00302142318834286,0.00156623877518453,-1.92909487123819,0.0538742310779674,0.266787254684402
"CTU1",0.000712079158934424,0.000429217413720377,1.6590174027709,0.0972843942235123,0.355416209660952
"LOC150786",1.20244951778518e-05,0.000243688525685796,0.0493437068651965,0.960650797180736,0.985684423093973
"TMSB4Y",0.000434842557045652,0.000260774804480799,1.66750218799481,0.0955864382061348,0.352489581310513
"CARHSP1",-0.0050502745858773,0.00135674929474084,-3.72233441023604,0.000203382832425923,0.0151372277683623
"GRSF1",-0.00118513489629028,0.000702502553367088,-1.68701863161911,0.0917709459133242,0.3455727068597
"LIPK",0.000271019903367068,0.000302982312924876,0.89450734186674,0.371168649293986,0.672163915427753
"CA433478",0.000363335997885905,0.00022470199986106,1.6169682428753,0.106058242544847,0.372074180007604
"AA595398",0.000142032360311716,0.000239363223134378,0.593375868071341,0.553003285037318,0.798551909850419
"TMEM69",-0.000511947155047669,0.000901586202538745,-0.56782940289691,0.570220775505035,0.80805431920372
"SLC26A1",-6.42949806010261e-05,0.000237788902415946,-0.270386800846407,0.786893316912861,0.920769092270473
"CF530064",0.000360896207165533,0.000233950938134008,1.5426149176577,0.123097890083109,0.399741593229826
"DCAF15",0.00087694668039065,0.000645001745000241,1.35960357811175,0.174123634733992,0.472037876905934
"CHD3",-0.00019240189217293,0.000582260761198389,-0.330439392441516,0.741105972197986,0.900288704605611
"BX098161",0.000764531633491787,0.000255207025607145,2.99573113895647,0.00277481752863587,0.0586441921403286
"TTC12",-0.00197546447571236,0.00106603267905668,-1.85309936038773,0.0640296983071962,0.291746622906111
"BQ184294",-0.000165578610305091,0.000251394205849038,-0.658641314925617,0.510209345947405,0.773710329765055
"IRX5",-0.000982542647962108,0.00156886453694926,-0.626276281235035,0.531212191217963,0.786259278953979
"SRGAP3",0.00151324622303939,0.00116736470322925,1.2962925972092,0.195038862352676,0.49876156298857
"SNORD107",0.000335059163548868,0.000245602630658806,1.36423279608245,0.172662793343526,0.470368580010626
"GPR26",-0.0015587906797364,0.00147176702191421,-1.05912869124422,0.289681562296671,0.601385140377405
"BX112750",0.000880138218597476,0.000428004401724206,2.05637655839954,0.0398883773836969,0.22875970347986
"RGS9",0.000865157295581592,0.000345797919100946,2.50191585256195,0.012439393942973,0.12688285960752
"KCNQ3",0.000446450996142694,0.000863108495260505,0.517259415930028,0.605037867650756,0.828802223785127
"COMMD3",-0.001682650968898,0.00109662972166626,-1.5343838814995,0.125108857569812,0.402093809992162
"ST6GALNAC3",-0.000343138708801655,0.00033469006466681,-1.02524318773327,0.3053845496678,0.616333502261466
"INA",-0.000873503214401083,0.000862838047097301,-1.01236056678268,0.311500103129251,0.621611067085809
"BRS3",4.51439396115243e-05,0.000245851476720694,0.183622812495088,0.854329797493859,0.94719088699806
"C11orf71",-0.000270857624419913,0.00063616867378894,-0.425763850971661,0.670330216969271,0.865501336677116
"UBL3",-0.000938104682060542,0.00097285666296432,-0.964278416105115,0.33503432228863,0.64158085387264
"TMEM41B",-0.000490873956040758,0.000740845664837078,-0.662585986986517,0.507679551440449,0.772224279959459
"AK127318",-0.000130971839951211,0.000383588076890492,-0.341438766848329,0.732812666832538,0.896084858760301
"WWC2",-0.00115410143505448,0.000412158280914315,-2.80014132554675,0.00516191130484879,0.0816845370913546
"GNAT2",0.000225496796792129,0.000250482012912353,0.900251455864153,0.368105419134094,0.669552063380643
"ABAT",-0.00101373121557742,0.00117235371157013,-0.864697407934795,0.38731872034591,0.684152870655119
"SP3",-0.00390833253271635,0.000933666870601528,-4.18600322639525,2.97438908758482e-05,0.00630260115532756
"MEOX1",0.00236286856678721,0.00123215209566412,1.91767605241432,0.0553082832741692,0.271505287434519
"CT45A6",0.000229725106573036,0.00122834868367671,0.187019459234832,0.851666197900837,0.945763277169405
"CCL13",-0.00261111794170294,0.00150299464245297,-1.73727694560605,0.0825072835950221,0.328480711542125
"CCT6B",-0.00141413164491071,0.000846048510966112,-1.67145456387116,0.0948036467890358,0.351035188865969
"PITPNC1",0.00141958919963786,0.0010966177178848,1.29451601637079,0.195651275501836,0.499489814712282
"TRAPPC4",-0.00141974150744118,0.00089469396188506,-1.58684596959823,0.112721052241304,0.382507533911168
"THUMPD2",-0.000894254323169191,0.000551706743960324,-1.62088706175667,0.105214896306791,0.370699596869526
"BU729036",0.000281524637172869,0.000237063948047423,1.18754723985509,0.235166626459974,0.547138063600776
"AA704272",0.000398654374608938,0.000231803510989544,1.7197943763109,0.085639646416668,0.333631962201804
"BC039180",0.000363553452942085,0.000233232217047101,1.55876172488068,0.119226455485136,0.393748352532097
"TFF1",0.00256613769776157,0.00494153371942581,0.519299845647871,0.603614734275055,0.828206547836804
"DB335784",0.000437267080003935,0.000231016044507518,1.89279961457268,0.0585428824245124,0.278949452930706
"BIRC5",0.000152367976866011,0.00176205587046731,0.0864717058180464,0.931100948686288,0.975706025526252
"LOC100128644",0.000494092660343694,0.000255041376732376,1.93730392563777,0.0528625876316775,0.26407560333261
"BQ188538",0.000850377420466648,0.000295100128561904,2.88165723481975,0.00400221398717375,0.0714999636652859
"LOC100287704",0.000349580222236249,0.000257074521893916,1.35984001705352,0.174048798562165,0.472037876905934
"AW444974",-2.1124179506239e-05,0.000243694627225506,-0.0866829923447244,0.930933020449805,0.975637654302422
"PIGM",0.000103058638646872,0.000754729719458249,0.136550391471067,0.891401276756668,0.962118632171483
"ALOX15",0.000449088834546838,0.000319824409306732,1.40417310711307,0.160437739835101,0.453264446755531
"SLC30A5",0.00092564199159095,0.000784049336296583,1.18059151221679,0.237919134524345,0.549693132652815
"NFXL1",-0.00185003226853396,0.000629050165102458,-2.94099321670575,0.00331287745856761,0.0645825583283003
"L1CAM",-0.00126015469062097,0.000474621586649153,-2.65507243258299,0.00799819878806713,0.103166346458837
"PTCH2",-0.000723521030249125,0.000278975628356788,-2.59349189214407,0.00957676742666082,0.111819199162851
"GJC1",-0.000503068647325023,0.000343154822182006,-1.4660107182122,0.142817921217004,0.428436181732851
"AI862941",0.000186681068212674,0.000245034720720055,0.761855575667385,0.446244809987941,0.730295065801621
"ZCCHC6",0.000620235794139808,0.00083624449537776,0.741691930491723,0.45836960073729,0.739577375039918
"SF3A3",0.00181510207600532,0.000804508522049414,2.25616264620977,0.0241785614324957,0.179738616530523
"POR",0.000483528861980444,0.000854159211208358,0.566087511128526,0.571404005664498,0.808593078399099
"BX116705",0.000890839784458708,0.000256470574556933,3.47345806043318,0.000525806847648493,0.0250740924921692
"IFITM2",-8.45773078490967e-05,0.00118515133280759,-0.071364141867634,0.943115779632931,0.979868905862337
"TBC1D8B",-0.000700624719460039,0.000581343536673032,-1.20518191957485,0.228289584206965,0.539201632233279
"CA334854",-6.77566929729066e-05,0.000295585084785238,-0.229229066216709,0.818716610112607,0.933336949724819
"GTF3C4",-0.000246791220596782,0.000308210115683193,-0.800723947848802,0.423395872739525,0.712275500650104
"DKFZp666P158",-0.000239723386457735,0.000254073480643799,-0.943519905541884,0.345540130512152,0.650459458427047
"PARM1",0.00164845820059924,0.00139944088409991,1.17794057564603,0.238974127480017,0.550883314572955
"TMEM30A",-0.00067628934187071,0.000789191866158476,-0.856939067507959,0.391591254930077,0.68827868581478
"SLC9A5",-0.000242763903399746,0.000601937060077338,-0.403304464039074,0.686771579964559,0.873631762505257
"ING3",0.000234720524134526,0.000652303664353804,0.359833214132023,0.719013565827171,0.889139573057253
"BX093419",0.000925269623743456,0.000233512368274436,3.9624009236891,7.70606527875405e-05,0.0102152433056279
"ZNF281",0.000748718680542866,0.00120485475397294,0.621418206695875,0.534402233932762,0.788082074909463
"PDE7B",0.00170409930434303,0.000836767862324612,2.03652575710651,0.0418419147589243,0.234824145801198
"OR1G1",0.000223448312090701,0.000261051933223061,0.855953485315781,0.392136059090332,0.688919809191366
"BF516012",-9.83985798587065e-05,0.000235794870961888,-0.417305853419563,0.676503872862027,0.868904657122175
"C14orf181",0.000226644290872912,0.000413604032950514,0.547974083463612,0.583776823356198,0.816711082302436
"BAZ1A",0.00171466268588523,0.000796721537593115,2.15214802786078,0.0315167034270103,0.204146472384207
"BF594823",0.000375145159788658,0.000226718515020758,1.65467368094886,0.0981629428438516,0.356884559767598
"AW182582",0.000134761131799206,0.000255603256524492,0.527227757703834,0.598099622677437,0.825516375270676
"ZNF549",-3.61396064076455e-05,0.00047033032248348,-0.0768387762388312,0.938760239323834,0.978328412091564
"LOC375133",0.000764005323859855,0.00080820470671793,0.945311648780708,0.344625134636596,0.64973503139842
"CFD",0.00296533449610757,0.00244463422222786,1.21299721207583,0.225288125871494,0.536115337034822
"RAB12",0.000257598775924601,0.000563804659363149,0.45689366280792,0.647801944323938,0.852624264892038
"CD110589",0.00033487909226914,0.000216070625873279,1.54985940784723,0.121348934212268,0.397236812047896
"PPP1R13L",0.00141090502565139,0.00092723460259766,1.52162680480077,0.128276138608781,0.406315651128413
"IGSF9B",0.000314854451311343,0.000603583239489628,0.521642137673628,0.601982920853275,0.827222621524092
"OR52D1",-2.28591511685981e-05,0.000383355806052575,-0.0596290725422406,0.952457602289491,0.983409564700042
"CSNK1G3",0.00117866357049856,0.00100253772443148,1.17568001859178,0.239876366930609,0.551652256451969
"PAGE2",0.00109869605681728,0.00118626318089624,0.926182380529757,0.3544738672958,0.658061113291222
"BACE2",0.00134359983026601,0.00155414694889374,0.864525604366048,0.387413023840071,0.684241542721957
"SNORD18C",0.000307059529932718,0.000238704406844842,1.28635886530702,0.198481277300656,0.503332938726473
"POLR2H",0.000869381319539504,0.000705256285655374,1.23271686792782,0.217840448905028,0.526829700170477
